Index,L1,L2,L1_02
27395_ADT,T cell,CD8 Effector_1,T cell_ADT
27396_ADT,T cell,CD4 Naive,T cell_ADT
27397_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27398_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27399_ADT,T cell,CD4 Memory,T cell_ADT
27400_ADT,NK,NK,NK_ADT
27401_ADT,T cell,CD8 Memory_1,T cell_ADT
27402_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27403_ADT,B cell,Naive B,B cell_ADT
27404_ADT,T cell,CD4 Memory,T cell_ADT
27405_ADT,T cell,CD8 Naive,T cell_ADT
27406_ADT,T cell,CD4 Memory,T cell_ADT
27407_ADT,T cell,CD8 Naive,T cell_ADT
27408_ADT,B cell,Naive B,B cell_ADT
27409_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27410_ADT,B cell,Memory B,B cell_ADT
27411_ADT,T cell,CD8 Effector_2,T cell_ADT
27412_ADT,B cell,Memory B,B cell_ADT
27413_ADT,NK,NK,NK_ADT
27414_ADT,B cell,Memory B,B cell_ADT
27415_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27416_ADT,T cell,CD4 Naive,T cell_ADT
27417_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27418_ADT,NK,NK,NK_ADT
27419_ADT,T cell,CD8 Naive,T cell_ADT
27420_ADT,T cell,CD4 Naive,T cell_ADT
27421_ADT,T cell,CD4 Naive,T cell_ADT
27422_ADT,T cell,CD4 Naive,T cell_ADT
27423_ADT,T cell,CD8 Naive,T cell_ADT
27424_ADT,B cell,Memory B,B cell_ADT
27425_ADT,T cell,CD4 Naive,T cell_ADT
27426_ADT,T cell,CD4 Naive,T cell_ADT
27427_ADT,NK,NK,NK_ADT
27428_ADT,T cell,CD4 Memory,T cell_ADT
27429_ADT,T cell,CD8 Effector_1,T cell_ADT
27430_ADT,Mono/DC,cDC2,Mono/DC_ADT
27431_ADT,B cell,Naive B,B cell_ADT
27432_ADT,T cell,CD4 Memory,T cell_ADT
27433_ADT,T cell,CD4 Memory,T cell_ADT
27434_ADT,B cell,Memory B,B cell_ADT
27435_ADT,B cell,Plasmablast,B cell_ADT
27436_ADT,T cell,Treg,T cell_ADT
27437_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27438_ADT,T cell,CD8 Naive,T cell_ADT
27439_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27440_ADT,T cell,CD4 Memory,T cell_ADT
27441_ADT,B cell,Memory B,B cell_ADT
27442_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27443_ADT,T cell,CD4 Naive,T cell_ADT
27444_ADT,T cell,CD4 Naive,T cell_ADT
27445_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27446_ADT,NK,NK,NK_ADT
27447_ADT,B cell,Naive B,B cell_ADT
27448_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27449_ADT,NK,NK,NK_ADT
27450_ADT,T cell,CD8 Naive,T cell_ADT
27451_ADT,T cell,CD8 Naive,T cell_ADT
27452_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27453_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27454_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27455_ADT,T cell,CD4 Naive,T cell_ADT
27456_ADT,NK,NK,NK_ADT
27457_ADT,T cell,CD4 Memory,T cell_ADT
27458_ADT,T cell,CD8 Naive,T cell_ADT
27459_ADT,T cell,CD4 Memory,T cell_ADT
27460_ADT,T cell,CD8 Naive,T cell_ADT
27461_ADT,T cell,CD8 Memory_2,T cell_ADT
27462_ADT,T cell,CD8 Memory_1,T cell_ADT
27463_ADT,T cell,CD8 Memory_1,T cell_ADT
27464_ADT,T cell,CD8 Naive,T cell_ADT
27465_ADT,T cell,CD4 Naive,T cell_ADT
27466_ADT,B cell,Memory B,B cell_ADT
27467_ADT,T cell,CD8 Naive,T cell_ADT
27468_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27469_ADT,T cell,CD8 Naive,T cell_ADT
27470_ADT,Mono/DC,cDC2,Mono/DC_ADT
27471_ADT,T cell,CD4 Naive,T cell_ADT
27472_ADT,T cell,CD4 Memory,T cell_ADT
27473_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27474_ADT,NK,NK,NK_ADT
27475_ADT,T cell,CD4 Naive,T cell_ADT
27476_ADT,T cell,CD4 Memory,T cell_ADT
27477_ADT,T cell,CD8 Naive,T cell_ADT
27478_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27479_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27480_ADT,T cell,CD4 Naive,T cell_ADT
27481_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27482_ADT,T cell,CD4 Memory,T cell_ADT
27483_ADT,T cell,CD8 Naive,T cell_ADT
27484_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27485_ADT,T cell,CD8 Effector_1,T cell_ADT
27486_ADT,NK,NK,NK_ADT
27487_ADT,B cell,Naive B,B cell_ADT
27488_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
27489_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27490_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27491_ADT,T cell,CD4 Naive,T cell_ADT
27492_ADT,T cell,CD8 Naive,T cell_ADT
27493_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27494_ADT,T cell,CD4 Memory,T cell_ADT
27495_ADT,T cell,CD4 Naive,T cell_ADT
27496_ADT,T cell,CD4 Naive,T cell_ADT
27497_ADT,T cell,CD8 Naive,T cell_ADT
27498_ADT,T cell,gdT,T cell_ADT
27499_ADT,T cell,CD8 Effector_1,T cell_ADT
27500_ADT,B cell,Memory B,B cell_ADT
27501_ADT,T cell,CD8 Naive,T cell_ADT
27502_ADT,T cell,CD4 Naive,T cell_ADT
27503_ADT,T cell,CD8 Memory_1,T cell_ADT
27504_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27505_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27506_ADT,T cell,CD4 Memory,T cell_ADT
27507_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27508_ADT,T cell,CD4 Memory,T cell_ADT
27509_ADT,B cell,Plasmablast,B cell_ADT
27510_ADT,T cell,CD8 Naive,T cell_ADT
27511_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27512_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27513_ADT,T cell,CD8 Naive,T cell_ADT
27514_ADT,T cell,CD8 Effector_2,T cell_ADT
27515_ADT,T cell,CD8 Memory_2,T cell_ADT
27516_ADT,T cell,MAIT,T cell_ADT
27517_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27518_ADT,T cell,CD4 Memory,T cell_ADT
27519_ADT,NK,CD56 bright NK,NK_ADT
27520_ADT,B cell,Memory B,B cell_ADT
27521_ADT,T cell,CD8 Memory_1,T cell_ADT
27522_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
27523_ADT,T cell,CD4 Naive,T cell_ADT
27524_ADT,T cell,CD4 Naive,T cell_ADT
27525_ADT,T cell,CD4 Memory,T cell_ADT
27526_ADT,Mono/DC,pDC,Mono/DC_ADT
27527_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27528_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27529_ADT,T cell,CD8 Naive,T cell_ADT
27530_ADT,B cell,Naive B,B cell_ADT
27531_ADT,T cell,CD8 Naive,T cell_ADT
27532_ADT,T cell,MAIT,T cell_ADT
27533_ADT,B cell,Memory B,B cell_ADT
27534_ADT,T cell,CD8 Memory_2,T cell_ADT
27535_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27536_ADT,T cell,CD8 Naive,T cell_ADT
27537_ADT,T cell,CD4 Memory,T cell_ADT
27538_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27539_ADT,T cell,CD8 Naive,T cell_ADT
27540_ADT,T cell,CD8 Naive,T cell_ADT
27541_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
27542_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27543_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27544_ADT,NK,NK,NK_ADT
27545_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27546_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27547_ADT,T cell,CD4 Naive,T cell_ADT
27548_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27549_ADT,T cell,CD8 Naive,T cell_ADT
27550_ADT,T cell,CD8 Naive,T cell_ADT
27551_ADT,B cell,Naive B,B cell_ADT
27552_ADT,T cell,MAIT,T cell_ADT
27553_ADT,T cell,CD8 Memory_1,T cell_ADT
27554_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27555_ADT,T cell,CD4 Memory,T cell_ADT
27556_ADT,T cell,CD8 Naive,T cell_ADT
27557_ADT,T cell,CD4 Memory,T cell_ADT
27558_ADT,T cell,CD4 Naive,T cell_ADT
27559_ADT,B cell,Memory B,B cell_ADT
27560_ADT,Mono/DC,cDC2,Mono/DC_ADT
27561_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27562_ADT,NK,NK,NK_ADT
27563_ADT,T cell,CD4 Memory,T cell_ADT
27564_ADT,NK,NK,NK_ADT
27565_ADT,T cell,CD8 Memory_1,T cell_ADT
27566_ADT,T cell,CD4 Naive,T cell_ADT
27567_ADT,T cell,CD4 Naive,T cell_ADT
27568_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27569_ADT,T cell,CD4 Naive,T cell_ADT
27570_ADT,T cell,CD4 Naive,T cell_ADT
27571_ADT,T cell,CD8 Naive,T cell_ADT
27572_ADT,B cell,Naive B,B cell_ADT
27573_ADT,B cell,Memory B,B cell_ADT
27574_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
27575_ADT,T cell,CD8 Memory_2,T cell_ADT
27576_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27577_ADT,Mono/DC,cDC2,Mono/DC_ADT
27578_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27579_ADT,T cell,CD8 Naive,T cell_ADT
27580_ADT,NK,NK,NK_ADT
27581_ADT,T cell,CD4 Memory,T cell_ADT
27582_ADT,T cell,CD8 Naive,T cell_ADT
27583_ADT,NK,NK,NK_ADT
27584_ADT,T cell,CD4 Naive,T cell_ADT
27585_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27586_ADT,T cell,CD4 Memory,T cell_ADT
27587_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
27588_ADT,T cell,CD8 Effector_2,T cell_ADT
27589_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27590_ADT,T cell,CD4 Naive,T cell_ADT
27591_ADT,T cell,CD4 Memory,T cell_ADT
27592_ADT,B cell,Naive B,B cell_ADT
27593_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27594_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27595_ADT,T cell,CD4 Memory,T cell_ADT
27596_ADT,T cell,CD8 Memory_1,T cell_ADT
27597_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27598_ADT,T cell,CD4 Naive,T cell_ADT
27599_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
27600_ADT,T cell,CD4 Memory,T cell_ADT
27601_ADT,NK,NK,NK_ADT
27602_ADT,B cell,Naive B,B cell_ADT
27603_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27604_ADT,T cell,CD4 Memory,T cell_ADT
27605_ADT,T cell,Treg,T cell_ADT
27606_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27607_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27608_ADT,Mono/DC,pDC,Mono/DC_ADT
27609_ADT,T cell,CD4 Memory,T cell_ADT
27610_ADT,T cell,CD8 Naive,T cell_ADT
27611_ADT,T cell,CD4 Memory,T cell_ADT
27612_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27613_ADT,T cell,CD8 Naive,T cell_ADT
27614_ADT,T cell,CD8 Memory_1,T cell_ADT
27615_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27616_ADT,T cell,CD4 Naive,T cell_ADT
27617_ADT,T cell,CD4 Memory,T cell_ADT
27618_ADT,T cell,CD4 Naive,T cell_ADT
27619_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27620_ADT,B cell,Memory B,B cell_ADT
27621_ADT,T cell,CD8 Effector_2,T cell_ADT
27622_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27623_ADT,T cell,MAIT,T cell_ADT
27624_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27625_ADT,T cell,CD4 Naive,T cell_ADT
27626_ADT,T cell,CD4 Memory,T cell_ADT
27627_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
27628_ADT,B cell,Memory B,B cell_ADT
27629_ADT,T cell,gdT,T cell_ADT
27630_ADT,T cell,CD8 Naive,T cell_ADT
27631_ADT,T cell,gdT,T cell_ADT
27632_ADT,T cell,CD8 Effector_1,T cell_ADT
27633_ADT,T cell,CD4 Memory,T cell_ADT
27634_ADT,T cell,CD8 Naive,T cell_ADT
27635_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27636_ADT,B cell,Naive B,B cell_ADT
27637_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27638_ADT,T cell,CD4 Naive,T cell_ADT
27639_ADT,T cell,CD8 Naive,T cell_ADT
27640_ADT,NK,NK,NK_ADT
27641_ADT,T cell,CD4 Naive,T cell_ADT
27642_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27643_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27644_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27645_ADT,T cell,CD8 Naive,T cell_ADT
27646_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27647_ADT,T cell,CD8 Memory_1,T cell_ADT
27648_ADT,B cell,Memory B,B cell_ADT
27649_ADT,T cell,CD4 Memory,T cell_ADT
27650_ADT,NK,NK,NK_ADT
27651_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27652_ADT,Mono/DC,cDC2,Mono/DC_ADT
27653_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27654_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27655_ADT,T cell,CD4 Memory,T cell_ADT
27656_ADT,T cell,CD8 Effector_1,T cell_ADT
27657_ADT,T cell,CD4 Memory,T cell_ADT
27658_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27659_ADT,T cell,CD8 Naive,T cell_ADT
27660_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27661_ADT,B cell,Naive B,B cell_ADT
27662_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
27663_ADT,T cell,CD8 Naive,T cell_ADT
27664_ADT,T cell,MAIT,T cell_ADT
27665_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27666_ADT,T cell,CD4 Memory,T cell_ADT
27667_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27668_ADT,NK,NK,NK_ADT
27669_ADT,T cell,CD8 Memory_2,T cell_ADT
27670_ADT,B cell,Plasmablast,B cell_ADT
27671_ADT,T cell,CD4 Naive,T cell_ADT
27672_ADT,T cell,CD4 Naive,T cell_ADT
27673_ADT,T cell,CD8 Memory_2,T cell_ADT
27674_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27675_ADT,T cell,CD8 Naive,T cell_ADT
27676_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27677_ADT,T cell,CD4 Naive,T cell_ADT
27678_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27679_ADT,T cell,gdT,T cell_ADT
27680_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27681_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27682_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27683_ADT,T cell,CD4 Memory,T cell_ADT
27684_ADT,T cell,CD4 Memory,T cell_ADT
27685_ADT,T cell,CD4 Memory,T cell_ADT
27686_ADT,NK,CD56 bright NK,NK_ADT
27687_ADT,B cell,Naive B,B cell_ADT
27688_ADT,T cell,CD4 Naive,T cell_ADT
27689_ADT,Mono/DC,cDC2,Mono/DC_ADT
27690_ADT,T cell,CD4 Naive,T cell_ADT
27691_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27692_ADT,B cell,Memory B,B cell_ADT
27693_ADT,T cell,CD4 Naive,T cell_ADT
27694_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27695_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27696_ADT,Mono/DC,pDC,Mono/DC_ADT
27697_ADT,B cell,Naive B,B cell_ADT
27698_ADT,T cell,CD8 Naive,T cell_ADT
27699_ADT,Mono/DC,cDC2,Mono/DC_ADT
27700_ADT,NK,NK,NK_ADT
27701_ADT,Mono/DC,pDC,Mono/DC_ADT
27702_ADT,T cell,CD8 Effector_2,T cell_ADT
27703_ADT,T cell,CD8 Naive,T cell_ADT
27704_ADT,B cell,Naive B,B cell_ADT
27705_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27706_ADT,T cell,CD8 Naive,T cell_ADT
27707_ADT,T cell,CD4 Naive,T cell_ADT
27708_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27709_ADT,T cell,CD4 Memory,T cell_ADT
27710_ADT,T cell,CD4 Naive,T cell_ADT
27711_ADT,T cell,CD8 Naive,T cell_ADT
27712_ADT,T cell,CD4 Memory,T cell_ADT
27713_ADT,NK,NK,NK_ADT
27714_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27715_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27716_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27717_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27718_ADT,T cell,CD4 Memory,T cell_ADT
27719_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27720_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27721_ADT,T cell,CD8 Effector_1,T cell_ADT
27722_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27723_ADT,T cell,CD8 Memory_1,T cell_ADT
27724_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27725_ADT,T cell,CD8 Effector_2,T cell_ADT
27726_ADT,Mono/DC,cDC2,Mono/DC_ADT
27727_ADT,T cell,MAIT,T cell_ADT
27728_ADT,B cell,Naive B,B cell_ADT
27729_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27730_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27731_ADT,T cell,CD8 Naive,T cell_ADT
27732_ADT,T cell,CD8 Naive,T cell_ADT
27733_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27734_ADT,T cell,CD4 Memory,T cell_ADT
27735_ADT,B cell,Memory B,B cell_ADT
27736_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27737_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27738_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
27739_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27740_ADT,T cell,CD8 Naive,T cell_ADT
27741_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27742_ADT,T cell,CD4 Naive,T cell_ADT
27743_ADT,T cell,CD8 Naive,T cell_ADT
27744_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27745_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27746_ADT,T cell,CD4 Memory,T cell_ADT
27747_ADT,B cell,Naive B,B cell_ADT
27748_ADT,T cell,CD8 Naive,T cell_ADT
27749_ADT,T cell,CD4 Naive,T cell_ADT
27750_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27751_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27752_ADT,T cell,CD8 Naive,T cell_ADT
27753_ADT,NK,NK,NK_ADT
27754_ADT,T cell,CD8 Naive,T cell_ADT
27755_ADT,T cell,CD4 Naive,T cell_ADT
27756_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27757_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27758_ADT,T cell,CD8 Naive,T cell_ADT
27759_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27760_ADT,T cell,CD8 Naive,T cell_ADT
27761_ADT,T cell,CD8 Memory_1,T cell_ADT
27762_ADT,B cell,Naive B,B cell_ADT
27763_ADT,T cell,CD8 Naive,T cell_ADT
27764_ADT,T cell,CD4 Naive,T cell_ADT
27765_ADT,T cell,CD4 Memory,T cell_ADT
27766_ADT,B cell,Naive B,B cell_ADT
27767_ADT,B cell,Naive B,B cell_ADT
27768_ADT,T cell,CD4 Memory,T cell_ADT
27769_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27770_ADT,NK,CD56 bright NK,NK_ADT
27771_ADT,Mono/DC,cDC2,Mono/DC_ADT
27772_ADT,T cell,CD4 Memory,T cell_ADT
27773_ADT,T cell,CD4 Naive,T cell_ADT
27774_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27775_ADT,B cell,Memory B,B cell_ADT
27776_ADT,B cell,Naive B,B cell_ADT
27777_ADT,T cell,CD8 Naive,T cell_ADT
27778_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27779_ADT,T cell,CD8 Naive,T cell_ADT
27780_ADT,T cell,CD4 Naive,T cell_ADT
27781_ADT,B cell,Memory B,B cell_ADT
27782_ADT,T cell,CD4 Memory,T cell_ADT
27783_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27784_ADT,T cell,CD8 Effector_1,T cell_ADT
27785_ADT,NK,NK,NK_ADT
27786_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27787_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27788_ADT,T cell,gdT,T cell_ADT
27789_ADT,B cell,Naive B,B cell_ADT
27790_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27791_ADT,T cell,CD4 Naive,T cell_ADT
27792_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27793_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27794_ADT,T cell,CD8 Effector_1,T cell_ADT
27795_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27796_ADT,Mono/DC,cDC2,Mono/DC_ADT
27797_ADT,T cell,CD4 Memory,T cell_ADT
27798_ADT,T cell,CD4 Naive,T cell_ADT
27799_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27800_ADT,T cell,CD4 Naive,T cell_ADT
27801_ADT,T cell,CD4 Naive,T cell_ADT
27802_ADT,T cell,CD4 Naive,T cell_ADT
27803_ADT,T cell,CD4 Naive,T cell_ADT
27804_ADT,T cell,CD8 Naive,T cell_ADT
27805_ADT,B cell,Memory B,B cell_ADT
27806_ADT,T cell,CD8 Naive,T cell_ADT
27807_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27808_ADT,T cell,CD4 Naive,T cell_ADT
27809_ADT,T cell,CD8 Naive,T cell_ADT
27810_ADT,T cell,gdT,T cell_ADT
27811_ADT,T cell,CD4 Memory,T cell_ADT
27812_ADT,T cell,CD4 Naive,T cell_ADT
27813_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27814_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27815_ADT,T cell,CD8 Naive,T cell_ADT
27816_ADT,B cell,Memory B,B cell_ADT
27817_ADT,T cell,CD4 Memory,T cell_ADT
27818_ADT,T cell,CD4 Naive,T cell_ADT
27819_ADT,T cell,CD8 Memory_2,T cell_ADT
27820_ADT,T cell,CD8 Effector_1,T cell_ADT
27821_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27822_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27823_ADT,T cell,CD8 Memory_1,T cell_ADT
27824_ADT,T cell,Treg,T cell_ADT
27825_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
27826_ADT,B cell,Memory B,B cell_ADT
27827_ADT,T cell,CD4 Memory,T cell_ADT
27828_ADT,T cell,CD4 Naive,T cell_ADT
27829_ADT,T cell,CD4 Naive,T cell_ADT
27830_ADT,T cell,CD8 Naive,T cell_ADT
27831_ADT,B cell,Naive B,B cell_ADT
27832_ADT,T cell,CD4 Memory,T cell_ADT
27833_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27834_ADT,T cell,CD4 Naive,T cell_ADT
27835_ADT,T cell,MAIT,T cell_ADT
27836_ADT,B cell,Naive B,B cell_ADT
27837_ADT,NK,NK,NK_ADT
27838_ADT,T cell,CD4 Naive,T cell_ADT
27839_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27840_ADT,B cell,Naive B,B cell_ADT
27841_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27842_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27843_ADT,T cell,CD4 Naive,T cell_ADT
27844_ADT,NK,NK,NK_ADT
27845_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27846_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27847_ADT,T cell,CD8 Naive,T cell_ADT
27848_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27849_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27850_ADT,B cell,Memory B,B cell_ADT
27851_ADT,T cell,CD8 Naive,T cell_ADT
27852_ADT,T cell,CD4 Memory,T cell_ADT
27853_ADT,Mono/DC,cDC2,Mono/DC_ADT
27854_ADT,T cell,CD8 Naive,T cell_ADT
27855_ADT,T cell,Treg,T cell_ADT
27856_ADT,T cell,MAIT,T cell_ADT
27857_ADT,T cell,CD8 Effector_1,T cell_ADT
27858_ADT,Mono/DC,pDC,Mono/DC_ADT
27859_ADT,T cell,CD4 Naive,T cell_ADT
27860_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27861_ADT,T cell,CD8 Naive,T cell_ADT
27862_ADT,T cell,CD4 Naive,T cell_ADT
27863_ADT,T cell,CD8 Naive,T cell_ADT
27864_ADT,B cell,Naive B,B cell_ADT
27865_ADT,T cell,CD4 Memory,T cell_ADT
27866_ADT,B cell,Naive B,B cell_ADT
27867_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
27868_ADT,T cell,CD4 Memory,T cell_ADT
27869_ADT,T cell,CD8 Memory_2,T cell_ADT
27870_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27871_ADT,T cell,CD4 Memory,T cell_ADT
27872_ADT,B cell,Memory B,B cell_ADT
27873_ADT,T cell,CD8 Naive,T cell_ADT
27874_ADT,T cell,CD4 Memory,T cell_ADT
27875_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27876_ADT,Progenitor cells,GMP,Progenitor cells_ADT
27877_ADT,B cell,Memory B,B cell_ADT
27878_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27879_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27880_ADT,T cell,CD4 Naive,T cell_ADT
27881_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27882_ADT,B cell,Memory B,B cell_ADT
27883_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27884_ADT,NK,NK,NK_ADT
27885_ADT,T cell,CD4 Naive,T cell_ADT
27886_ADT,T cell,CD8 Naive,T cell_ADT
27887_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
27888_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27889_ADT,T cell,CD4 Naive,T cell_ADT
