Index,Flag,L1,L2,L1_02
24350_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24354_RNA,1,T cell,CD4 Memory,T cell_RNA
24356_RNA,1,T cell,MAIT,T cell_RNA
24359_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24360_RNA,1,T cell,CD8 Naive,T cell_RNA
24361_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24364_RNA,1,T cell,CD4 Memory,T cell_RNA
24366_RNA,1,T cell,CD4 Naive,T cell_RNA
24368_RNA,1,T cell,CD4 Memory,T cell_RNA
24371_RNA,1,B cell,Naive B,B cell_RNA
24374_RNA,1,T cell,CD8 Memory_2,T cell_RNA
24376_RNA,1,T cell,CD8 Naive,T cell_RNA
24377_RNA,1,T cell,CD4 Naive,T cell_RNA
24379_RNA,1,NK,NK,NK_RNA
24381_RNA,1,T cell,CD4 Memory,T cell_RNA
24382_RNA,1,T cell,CD4 Naive,T cell_RNA
24384_RNA,1,B cell,Naive B,B cell_RNA
24385_RNA,1,T cell,CD4 Naive,T cell_RNA
24386_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24387_RNA,1,T cell,CD8 Naive,T cell_RNA
24389_RNA,1,Mono/DC,pDC,Mono/DC_RNA
24390_RNA,1,T cell,CD4 Naive,T cell_RNA
24392_RNA,1,B cell,Memory B,B cell_RNA
24394_RNA,1,B cell,Naive B,B cell_RNA
24397_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
24401_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24402_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24404_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24405_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24406_RNA,1,T cell,CD4 Naive,T cell_RNA
24409_RNA,1,B cell,Naive B,B cell_RNA
24411_RNA,1,T cell,CD8 Naive,T cell_RNA
24412_RNA,1,T cell,CD4 Naive,T cell_RNA
24413_RNA,1,T cell,CD8 Effector_1,T cell_RNA
24415_RNA,1,T cell,CD4 Naive,T cell_RNA
24418_RNA,1,T cell,CD8 Naive,T cell_RNA
24420_RNA,1,T cell,CD4 Naive,T cell_RNA
24421_RNA,1,T cell,CD4 Naive,T cell_RNA
24422_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24425_RNA,1,Progenitor cells,Prog_Mk,Progenitor cells_RNA
24426_RNA,1,T cell,CD4 Naive,T cell_RNA
24428_RNA,1,B cell,Memory B,B cell_RNA
24430_RNA,1,B cell,Memory B,B cell_RNA
24431_RNA,1,B cell,Memory B,B cell_RNA
24433_RNA,1,NK,NK,NK_RNA
24435_RNA,1,T cell,CD4 Memory,T cell_RNA
24436_RNA,1,T cell,CD4 Naive,T cell_RNA
24437_RNA,1,B cell,Memory B,B cell_RNA
24441_RNA,1,B cell,Memory B,B cell_RNA
24442_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24447_RNA,1,T cell,CD4 Memory,T cell_RNA
24448_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24449_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24452_RNA,1,T cell,CD4 Naive,T cell_RNA
24453_RNA,1,T cell,CD8 Naive,T cell_RNA
24454_RNA,1,B cell,Naive B,B cell_RNA
24458_RNA,1,T cell,CD8 Effector_2,T cell_RNA
24459_RNA,1,T cell,CD4 Naive,T cell_RNA
24460_RNA,1,NK,NK,NK_RNA
24461_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
24462_RNA,1,T cell,CD4 Memory,T cell_RNA
24463_RNA,1,B cell,Naive B,B cell_RNA
24466_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
24468_RNA,1,T cell,CD4 Naive,T cell_RNA
24469_RNA,1,B cell,Naive B,B cell_RNA
24471_RNA,1,T cell,CD8 Effector_1,T cell_RNA
24474_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
24475_RNA,1,T cell,CD8 Memory_2,T cell_RNA
24478_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24480_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
24482_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24484_RNA,1,T cell,CD4 Naive,T cell_RNA
24485_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24486_RNA,1,T cell,CD4 Naive,T cell_RNA
24489_RNA,1,T cell,CD4 Memory,T cell_RNA
24490_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24491_RNA,1,T cell,CD4 Memory,T cell_RNA
24492_RNA,1,T cell,CD4 Memory,T cell_RNA
24496_RNA,1,T cell,CD8 Naive,T cell_RNA
24501_RNA,1,T cell,CD4 Naive,T cell_RNA
24502_RNA,1,T cell,CD8 Naive,T cell_RNA
24503_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24505_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24506_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24510_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
24511_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24520_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
24522_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24525_RNA,1,T cell,CD8 Naive,T cell_RNA
24526_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24527_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24530_RNA,1,T cell,CD4 Naive,T cell_RNA
24533_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24535_RNA,1,T cell,CD4 Naive,T cell_RNA
24537_RNA,1,T cell,CD8 Effector_1,T cell_RNA
24538_RNA,1,T cell,CD4 Naive,T cell_RNA
24539_RNA,1,T cell,CD4 Memory,T cell_RNA
24540_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24542_RNA,1,NK,NK,NK_RNA
24544_RNA,1,T cell,CD4 Naive,T cell_RNA
24545_RNA,1,T cell,CD4 Memory,T cell_RNA
24546_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24547_RNA,1,T cell,CD8 Memory_2,T cell_RNA
24548_RNA,1,T cell,CD8 Naive,T cell_RNA
24554_RNA,1,T cell,CD8 Effector_1,T cell_RNA
24555_RNA,1,T cell,CD8 Naive,T cell_RNA
24556_RNA,1,T cell,CD8 Naive,T cell_RNA
24557_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24560_RNA,1,T cell,CD8 Naive,T cell_RNA
24562_RNA,1,T cell,CD4 Memory,T cell_RNA
24563_RNA,1,B cell,Naive B,B cell_RNA
24564_RNA,1,NK,NK,NK_RNA
24565_RNA,1,B cell,Memory B,B cell_RNA
24567_RNA,1,T cell,CD4 Naive,T cell_RNA
24568_RNA,1,B cell,Naive B,B cell_RNA
24571_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
24572_RNA,1,T cell,CD4 Memory,T cell_RNA
24575_RNA,1,T cell,CD8 Naive,T cell_RNA
24576_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24577_RNA,1,T cell,CD8 Naive,T cell_RNA
24580_RNA,1,T cell,CD4 Naive,T cell_RNA
24581_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24582_RNA,1,T cell,CD8 Naive,T cell_RNA
24585_RNA,1,Progenitor cells,Prog_B 2,Progenitor cells_RNA
24587_RNA,1,B cell,Memory B,B cell_RNA
24589_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24593_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24597_RNA,1,T cell,CD4 Naive,T cell_RNA
24600_RNA,1,NK,NK,NK_RNA
24608_RNA,1,B cell,Memory B,B cell_RNA
24612_RNA,1,T cell,CD4 Naive,T cell_RNA
24613_RNA,1,B cell,Memory B,B cell_RNA
24614_RNA,1,T cell,CD4 Memory,T cell_RNA
24615_RNA,1,T cell,CD8 Naive,T cell_RNA
24616_RNA,1,T cell,CD8 Effector_2,T cell_RNA
24623_RNA,1,NK,CD56 bright NK,NK_RNA
24627_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24629_RNA,1,T cell,CD4 Memory,T cell_RNA
24630_RNA,1,T cell,CD8 Memory_1,T cell_RNA
24632_RNA,1,T cell,CD8 Naive,T cell_RNA
24634_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
24635_RNA,1,B cell,Memory B,B cell_RNA
24637_RNA,1,B cell,Memory B,B cell_RNA
24638_RNA,1,NK,NK,NK_RNA
24642_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
24645_RNA,1,T cell,MAIT,T cell_RNA
24649_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24650_RNA,1,T cell,CD4 Memory,T cell_RNA
24652_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24653_RNA,1,T cell,CD4 Naive,T cell_RNA
24656_RNA,1,T cell,MAIT,T cell_RNA
24658_RNA,1,T cell,CD8 Memory_1,T cell_RNA
24660_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
24661_RNA,1,T cell,CD8 Naive,T cell_RNA
24662_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24663_RNA,1,T cell,CD4 Naive,T cell_RNA
24667_RNA,1,T cell,CD4 Naive,T cell_RNA
24670_RNA,1,T cell,CD4 Naive,T cell_RNA
24673_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24675_RNA,1,B cell,Naive B,B cell_RNA
24676_RNA,1,T cell,CD8 Effector_1,T cell_RNA
24679_RNA,1,T cell,CD4 Memory,T cell_RNA
24680_RNA,1,T cell,CD4 Naive,T cell_RNA
24683_RNA,1,T cell,CD4 Naive,T cell_RNA
24684_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
24687_RNA,1,T cell,CD8 Effector_1,T cell_RNA
24690_RNA,1,T cell,CD4 Memory,T cell_RNA
24692_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24695_RNA,1,T cell,CD8 Naive,T cell_RNA
24698_RNA,1,T cell,CD4 Naive,T cell_RNA
24699_RNA,1,T cell,CD4 Memory,T cell_RNA
24702_RNA,1,T cell,CD8 Naive,T cell_RNA
24703_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24704_RNA,1,B cell,Naive B,B cell_RNA
24708_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
24713_RNA,1,T cell,CD8 Naive,T cell_RNA
24716_RNA,1,NK,NK,NK_RNA
24718_RNA,1,T cell,CD4 Memory,T cell_RNA
24719_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
24720_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24721_RNA,1,T cell,CD8 Naive,T cell_RNA
24722_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24724_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24726_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
24727_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24730_RNA,1,T cell,CD4 Memory,T cell_RNA
24731_RNA,1,T cell,CD4 Memory,T cell_RNA
24732_RNA,1,B cell,Naive B,B cell_RNA
24733_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24734_RNA,1,T cell,CD8 Naive,T cell_RNA
24735_RNA,1,T cell,CD4 Naive,T cell_RNA
24737_RNA,1,Mono/DC,pDC,Mono/DC_RNA
24738_RNA,1,T cell,CD8 Effector_1,T cell_RNA
24740_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24741_RNA,1,T cell,CD4 Naive,T cell_RNA
24743_RNA,1,NK,NK,NK_RNA
24745_RNA,1,T cell,CD4 Memory,T cell_RNA
24746_RNA,1,T cell,CD4 Memory,T cell_RNA
24748_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24749_RNA,1,B cell,Memory B,B cell_RNA
24751_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
24752_RNA,1,NK,NK,NK_RNA
24754_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
24760_RNA,1,T cell,CD8 Memory_1,T cell_RNA
24762_RNA,1,T cell,CD4 Memory,T cell_RNA
24764_RNA,1,T cell,gdT,T cell_RNA
24765_RNA,1,T cell,CD8 Naive,T cell_RNA
24766_RNA,1,T cell,CD4 Naive,T cell_RNA
24769_RNA,1,NK,NK,NK_RNA
24771_RNA,1,Mono/DC,pDC,Mono/DC_RNA
24777_RNA,1,T cell,CD8 Naive,T cell_RNA
24781_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24783_RNA,1,T cell,CD8 Memory_1,T cell_RNA
24786_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24787_RNA,1,T cell,CD4 Memory,T cell_RNA
24788_RNA,1,NK,NK,NK_RNA
24789_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24790_RNA,1,T cell,CD4 Memory,T cell_RNA
24791_RNA,1,T cell,CD8 Effector_1,T cell_RNA
24793_RNA,1,T cell,CD4 Memory,T cell_RNA
24794_RNA,1,T cell,CD8 Effector_1,T cell_RNA
24800_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24803_RNA,1,T cell,CD8 Naive,T cell_RNA
24805_RNA,1,T cell,CD8 Naive,T cell_RNA
24808_RNA,1,NK,NK,NK_RNA
24809_RNA,1,T cell,gdT,T cell_RNA
24810_RNA,1,B cell,Naive B,B cell_RNA
24811_RNA,1,NK,CD56 bright NK,NK_RNA
24815_RNA,1,T cell,CD4 Naive,T cell_RNA
24816_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24818_RNA,1,Progenitor cells,Prog_Mk,Progenitor cells_RNA
24819_RNA,1,T cell,CD8 Memory_1,T cell_RNA
24820_RNA,1,T cell,CD4 Naive,T cell_RNA
24821_RNA,1,B cell,Naive B,B cell_RNA
24823_RNA,1,T cell,CD4 Memory,T cell_RNA
24825_RNA,1,T cell,CD4 Naive,T cell_RNA
24827_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24829_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24830_RNA,1,T cell,CD4 Memory,T cell_RNA
24832_RNA,1,T cell,CD8 Naive,T cell_RNA
24834_RNA,1,T cell,CD4 Naive,T cell_RNA
24836_RNA,1,T cell,CD8 Naive,T cell_RNA
24839_RNA,1,T cell,CD8 Effector_1,T cell_RNA
24840_RNA,1,T cell,CD4 Naive,T cell_RNA
24842_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24844_RNA,1,T cell,CD8 Naive,T cell_RNA
24845_RNA,1,T cell,CD4 Memory,T cell_RNA
24846_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24850_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24851_RNA,1,T cell,CD4 Naive,T cell_RNA
24854_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24858_RNA,1,NK,NK,NK_RNA
24864_RNA,1,B cell,Naive B,B cell_RNA
24865_RNA,1,Progenitor cells,Prog_B 1,Progenitor cells_RNA
24867_RNA,1,T cell,CD8 Naive,T cell_RNA
24868_RNA,1,T cell,CD4 Naive,T cell_RNA
24869_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24870_RNA,1,T cell,CD4 Naive,T cell_RNA
24871_RNA,1,NK,NK,NK_RNA
24873_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24874_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
24879_RNA,1,T cell,CD4 Naive,T cell_RNA
24887_RNA,1,T cell,CD8 Naive,T cell_RNA
24888_RNA,1,B cell,Naive B,B cell_RNA
24889_RNA,1,T cell,CD8 Naive,T cell_RNA
24891_RNA,1,T cell,CD4 Naive,T cell_RNA
24892_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24895_RNA,1,B cell,Naive B,B cell_RNA
24897_RNA,1,T cell,CD8 Naive,T cell_RNA
24900_RNA,1,T cell,CD4 Memory,T cell_RNA
24901_RNA,1,T cell,CD8 Naive,T cell_RNA
24904_RNA,1,T cell,CD8 Effector_1,T cell_RNA
24906_RNA,1,T cell,CD8 Naive,T cell_RNA
24907_RNA,1,T cell,CD8 Naive,T cell_RNA
24910_RNA,1,T cell,CD4 Memory,T cell_RNA
24911_RNA,1,T cell,CD4 Naive,T cell_RNA
24912_RNA,1,T cell,CD4 Naive,T cell_RNA
24913_RNA,1,T cell,CD4 Memory,T cell_RNA
24916_RNA,1,T cell,CD4 Naive,T cell_RNA
24917_RNA,1,B cell,Naive B,B cell_RNA
24918_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24920_RNA,1,Mono/DC,pDC,Mono/DC_RNA
24922_RNA,1,T cell,CD4 Naive,T cell_RNA
24923_RNA,1,B cell,Memory B,B cell_RNA
24925_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24926_RNA,1,T cell,CD8 Naive,T cell_RNA
24927_RNA,1,T cell,CD4 Memory,T cell_RNA
24931_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24933_RNA,1,T cell,CD8 Memory_1,T cell_RNA
24935_RNA,1,T cell,CD4 Memory,T cell_RNA
24936_RNA,1,B cell,Naive B,B cell_RNA
24938_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24941_RNA,1,T cell,CD4 Naive,T cell_RNA
24947_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24948_RNA,1,T cell,CD4 Naive,T cell_RNA
24950_RNA,1,T cell,CD4 Memory,T cell_RNA
24951_RNA,1,B cell,Naive B,B cell_RNA
24953_RNA,1,T cell,CD8 Naive,T cell_RNA
24959_RNA,1,T cell,CD8 Effector_2,T cell_RNA
24960_RNA,1,T cell,CD4 Memory,T cell_RNA
24961_RNA,1,T cell,CD4 Naive,T cell_RNA
24962_RNA,1,T cell,CD4 Naive,T cell_RNA
24963_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
24965_RNA,1,T cell,CD4 Naive,T cell_RNA
24966_RNA,1,T cell,CD4 Memory,T cell_RNA
24968_RNA,1,T cell,CD4 Memory,T cell_RNA
24969_RNA,1,T cell,CD8 Effector_1,T cell_RNA
24970_RNA,1,T cell,CD4 Memory,T cell_RNA
24971_RNA,1,T cell,CD4 Naive,T cell_RNA
24972_RNA,1,T cell,CD4 Memory,T cell_RNA
24973_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24976_RNA,1,B cell,Memory B,B cell_RNA
24977_RNA,1,T cell,CD8 Naive,T cell_RNA
24978_RNA,1,B cell,Memory B,B cell_RNA
24982_RNA,1,NK,NK,NK_RNA
24984_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
24995_RNA,1,T cell,CD4 Memory,T cell_RNA
24998_RNA,1,T cell,CD4 Memory,T cell_RNA
25000_RNA,1,B cell,Memory B,B cell_RNA
25001_RNA,1,T cell,CD4 Memory,T cell_RNA
25003_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25004_RNA,1,T cell,CD4 Memory,T cell_RNA
25005_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25006_RNA,1,Mono/DC,pDC,Mono/DC_RNA
25010_RNA,1,T cell,CD4 Memory,T cell_RNA
25011_RNA,1,T cell,gdT,T cell_RNA
25013_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
25018_RNA,1,T cell,CD8 Naive,T cell_RNA
25020_RNA,1,B cell,Memory B,B cell_RNA
25021_RNA,1,T cell,CD4 Naive,T cell_RNA
25023_RNA,1,T cell,CD8 Memory_1,T cell_RNA
25024_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25025_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25026_RNA,1,T cell,CD4 Naive,T cell_RNA
25028_RNA,1,T cell,MAIT,T cell_RNA
25030_RNA,1,T cell,CD4 Naive,T cell_RNA
25031_RNA,1,B cell,Naive B,B cell_RNA
25032_RNA,1,T cell,CD8 Naive,T cell_RNA
25033_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
25034_RNA,1,T cell,CD4 Naive,T cell_RNA
25035_RNA,1,NK,NK,NK_RNA
25036_RNA,1,T cell,CD4 Naive,T cell_RNA
25038_RNA,1,Progenitor cells,Prog_B 2,Progenitor cells_RNA
25042_RNA,1,T cell,CD4 Naive,T cell_RNA
25043_RNA,1,B cell,Naive B,B cell_RNA
25044_RNA,1,T cell,CD4 Memory,T cell_RNA
25045_RNA,1,T cell,CD4 Memory,T cell_RNA
25046_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
25047_RNA,1,B cell,Memory B,B cell_RNA
25052_RNA,1,B cell,Naive B,B cell_RNA
25053_RNA,1,T cell,MAIT,T cell_RNA
25054_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
25055_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
25059_RNA,1,T cell,CD4 Naive,T cell_RNA
25060_RNA,1,T cell,MAIT,T cell_RNA
25061_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25063_RNA,1,T cell,CD8 Effector_1,T cell_RNA
25067_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25068_RNA,1,B cell,Memory B,B cell_RNA
25070_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25075_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25078_RNA,1,T cell,CD4 Naive,T cell_RNA
25079_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25080_RNA,1,T cell,CD4 Naive,T cell_RNA
25081_RNA,1,T cell,CD4 Naive,T cell_RNA
25084_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25085_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25086_RNA,1,T cell,CD8 Effector_1,T cell_RNA
25087_RNA,1,T cell,CD8 Memory_2,T cell_RNA
25088_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25089_RNA,1,Progenitor cells,Prog_B 2,Progenitor cells_RNA
25095_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25096_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25097_RNA,1,T cell,CD8 Naive,T cell_RNA
25098_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25100_RNA,1,B cell,Naive B,B cell_RNA
25102_RNA,1,T cell,CD8 Effector_1,T cell_RNA
25103_RNA,1,T cell,CD4 Naive,T cell_RNA
25107_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
25109_RNA,1,Mono/DC,pDC,Mono/DC_RNA
25111_RNA,1,T cell,CD4 Memory,T cell_RNA
25112_RNA,1,T cell,CD4 Naive,T cell_RNA
25113_RNA,1,T cell,CD4 Memory,T cell_RNA
25117_RNA,1,T cell,CD8 Memory_2,T cell_RNA
25119_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25121_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25123_RNA,1,T cell,CD4 Memory,T cell_RNA
25125_RNA,1,B cell,Memory B,B cell_RNA
25127_RNA,1,NK,NK,NK_RNA
25130_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
25131_RNA,1,T cell,CD4 Naive,T cell_RNA
25133_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25135_RNA,1,T cell,CD8 Naive,T cell_RNA
25138_RNA,1,B cell,Memory B,B cell_RNA
25142_RNA,1,T cell,CD8 Effector_1,T cell_RNA
25143_RNA,1,T cell,CD4 Memory,T cell_RNA
25147_RNA,1,T cell,CD8 Naive,T cell_RNA
25148_RNA,1,B cell,Memory B,B cell_RNA
25150_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
25151_RNA,1,NK,NK,NK_RNA
25154_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25155_RNA,1,B cell,Naive B,B cell_RNA
25157_RNA,1,T cell,CD8 Memory_1,T cell_RNA
25158_RNA,1,T cell,CD8 Naive,T cell_RNA
25160_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25161_RNA,1,T cell,CD8 Effector_2,T cell_RNA
25162_RNA,1,T cell,CD8 Effector_2,T cell_RNA
25163_RNA,1,T cell,CD8 Naive,T cell_RNA
25165_RNA,1,T cell,CD4 Memory,T cell_RNA
25168_RNA,1,T cell,CD4 Memory,T cell_RNA
25169_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25172_RNA,1,T cell,CD4 Naive,T cell_RNA
25173_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
25174_RNA,1,T cell,CD8 Naive,T cell_RNA
25175_RNA,1,T cell,CD4 Memory,T cell_RNA
25176_RNA,1,T cell,CD4 Memory,T cell_RNA
25179_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25181_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25183_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25185_RNA,1,T cell,CD8 Effector_1,T cell_RNA
25187_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25188_RNA,1,B cell,Memory B,B cell_RNA
25193_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
25194_RNA,1,T cell,CD4 Naive,T cell_RNA
25196_RNA,1,T cell,CD4 Naive,T cell_RNA
25197_RNA,1,B cell,Memory B,B cell_RNA
25198_RNA,1,T cell,CD4 Memory,T cell_RNA
25199_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
25203_RNA,1,T cell,CD8 Naive,T cell_RNA
25204_RNA,1,B cell,Plasmablast,B cell_RNA
25205_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25206_RNA,1,T cell,CD8 Naive,T cell_RNA
25210_RNA,1,T cell,CD8 Naive,T cell_RNA
25213_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25215_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25218_RNA,1,T cell,CD4 Memory,T cell_RNA
25220_RNA,1,T cell,CD4 Memory,T cell_RNA
25222_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25224_RNA,1,T cell,CD4 Memory,T cell_RNA
25226_RNA,1,T cell,Treg,T cell_RNA
25228_RNA,1,B cell,Naive B,B cell_RNA
25229_RNA,1,T cell,CD8 Memory_1,T cell_RNA
25230_RNA,1,T cell,CD4 Naive,T cell_RNA
25232_RNA,1,T cell,CD8 Naive,T cell_RNA
25233_RNA,1,T cell,CD4 Memory,T cell_RNA
25235_RNA,1,T cell,CD4 Memory,T cell_RNA
25239_RNA,1,T cell,CD8 Naive,T cell_RNA
25241_RNA,1,T cell,CD4 Naive,T cell_RNA
25242_RNA,1,NK,NK,NK_RNA
25243_RNA,1,Mono/DC,pDC,Mono/DC_RNA
25244_RNA,1,B cell,Naive B,B cell_RNA
25245_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25247_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
25251_RNA,1,B cell,Naive B,B cell_RNA
25252_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25253_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
25256_RNA,1,T cell,CD8 Naive,T cell_RNA
25257_RNA,1,T cell,CD4 Naive,T cell_RNA
25258_RNA,1,B cell,Naive B,B cell_RNA
25261_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25267_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
25268_RNA,1,T cell,CD8 Naive,T cell_RNA
