Index,L1,L2,L1_02
23450_RNA,T cell,CD8 Memory_1,T cell_RNA
23451_RNA,T cell,CD4 Memory,T cell_RNA
23452_RNA,B cell,Naive B,B cell_RNA
23453_RNA,T cell,CD4 Memory,T cell_RNA
23454_RNA,T cell,CD4 Naive,T cell_RNA
23455_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23456_RNA,T cell,CD8 Naive,T cell_RNA
23457_RNA,T cell,CD4 Memory,T cell_RNA
23458_RNA,T cell,CD8 Memory_2,T cell_RNA
23459_RNA,B cell,Memory B,B cell_RNA
23460_RNA,NK,NK,NK_RNA
23461_RNA,T cell,CD8 Effector_1,T cell_RNA
23462_RNA,B cell,Naive B,B cell_RNA
23463_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23464_RNA,T cell,CD4 Memory,T cell_RNA
23465_RNA,T cell,CD8 Effector_1,T cell_RNA
23466_RNA,T cell,CD4 Naive,T cell_RNA
23467_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23468_RNA,T cell,CD8 Effector_1,T cell_RNA
23469_RNA,T cell,CD4 Naive,T cell_RNA
23470_RNA,NK,NK,NK_RNA
23471_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23472_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23473_RNA,T cell,CD4 Naive,T cell_RNA
23474_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23475_RNA,B cell,Naive B,B cell_RNA
23476_RNA,T cell,CD4 Naive,T cell_RNA
23477_RNA,B cell,Naive B,B cell_RNA
23478_RNA,B cell,Memory B,B cell_RNA
23479_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23480_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23481_RNA,T cell,CD4 Naive,T cell_RNA
23482_RNA,T cell,CD4 Naive,T cell_RNA
23483_RNA,T cell,CD8 Naive,T cell_RNA
23484_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23485_RNA,B cell,Naive B,B cell_RNA
23486_RNA,T cell,CD8 Effector_2,T cell_RNA
23487_RNA,T cell,CD8 Effector_1,T cell_RNA
23488_RNA,T cell,CD4 Memory,T cell_RNA
23489_RNA,T cell,CD4 Naive,T cell_RNA
23490_RNA,T cell,CD4 Memory,T cell_RNA
23491_RNA,T cell,CD4 Naive,T cell_RNA
23492_RNA,B cell,Naive B,B cell_RNA
23493_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23494_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23495_RNA,T cell,CD4 Naive,T cell_RNA
23496_RNA,NK,CD56 bright NK,NK_RNA
23497_RNA,T cell,CD4 Naive,T cell_RNA
23498_RNA,T cell,CD8 Naive,T cell_RNA
23499_RNA,T cell,CD4 Memory,T cell_RNA
23500_RNA,T cell,CD8 Effector_2,T cell_RNA
23501_RNA,T cell,CD4 Memory,T cell_RNA
23502_RNA,T cell,CD8 Naive,T cell_RNA
23503_RNA,B cell,Naive B,B cell_RNA
23504_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23505_RNA,T cell,CD4 Naive,T cell_RNA
23506_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23507_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23508_RNA,T cell,CD4 Memory,T cell_RNA
23509_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23510_RNA,T cell,CD8 Naive,T cell_RNA
23511_RNA,T cell,CD8 Naive,T cell_RNA
23512_RNA,T cell,CD4 Naive,T cell_RNA
23513_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23514_RNA,T cell,CD4 Naive,T cell_RNA
23515_RNA,T cell,CD8 Memory_2,T cell_RNA
23516_RNA,T cell,CD4 Memory,T cell_RNA
23517_RNA,T cell,CD8 Naive,T cell_RNA
23518_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23519_RNA,T cell,CD4 Memory,T cell_RNA
23520_RNA,T cell,CD8 Naive,T cell_RNA
23521_RNA,T cell,CD8 Naive,T cell_RNA
23522_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23523_RNA,T cell,CD4 Memory,T cell_RNA
23524_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23525_RNA,T cell,CD4 Naive,T cell_RNA
23526_RNA,Progenitor cells,Prog_B 1,Progenitor cells_RNA
23527_RNA,T cell,CD8 Naive,T cell_RNA
23528_RNA,B cell,Naive B,B cell_RNA
23529_RNA,B cell,Memory B,B cell_RNA
23530_RNA,T cell,CD8 Effector_1,T cell_RNA
23531_RNA,T cell,CD4 Memory,T cell_RNA
23532_RNA,Mono/DC,pDC,Mono/DC_RNA
23533_RNA,B cell,Memory B,B cell_RNA
23534_RNA,T cell,CD4 Naive,T cell_RNA
23535_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
23536_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
23537_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23538_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23539_RNA,B cell,Naive B,B cell_RNA
23540_RNA,T cell,CD8 Naive,T cell_RNA
23541_RNA,T cell,CD8 Naive,T cell_RNA
23542_RNA,B cell,Naive B,B cell_RNA
23543_RNA,T cell,MAIT,T cell_RNA
23544_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23545_RNA,T cell,MAIT,T cell_RNA
23546_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23547_RNA,T cell,CD4 Naive,T cell_RNA
23548_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23549_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
23550_RNA,T cell,CD4 Naive,T cell_RNA
23551_RNA,T cell,MAIT,T cell_RNA
23552_RNA,T cell,CD4 Memory,T cell_RNA
23553_RNA,T cell,CD4 Naive,T cell_RNA
23554_RNA,T cell,CD8 Naive,T cell_RNA
23555_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23556_RNA,Mono/DC,cDC2,Mono/DC_RNA
23557_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23558_RNA,B cell,Naive B,B cell_RNA
23559_RNA,NK,NK,NK_RNA
23560_RNA,B cell,Memory B,B cell_RNA
23561_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23562_RNA,T cell,CD8 Naive,T cell_RNA
23563_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23564_RNA,T cell,CD8 Naive,T cell_RNA
23565_RNA,B cell,Memory B,B cell_RNA
23566_RNA,T cell,CD8 Memory_1,T cell_RNA
23567_RNA,T cell,CD4 Memory,T cell_RNA
23568_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23569_RNA,T cell,CD8 Naive,T cell_RNA
23570_RNA,NK,NK,NK_RNA
23571_RNA,T cell,CD8 Naive,T cell_RNA
23572_RNA,B cell,Memory B,B cell_RNA
23573_RNA,T cell,CD8 Memory_1,T cell_RNA
23574_RNA,T cell,CD4 Naive,T cell_RNA
23575_RNA,T cell,CD4 Naive,T cell_RNA
23576_RNA,T cell,CD8 Naive,T cell_RNA
23577_RNA,NK,NK,NK_RNA
23578_RNA,T cell,CD8 Naive,T cell_RNA
23579_RNA,T cell,CD4 Naive,T cell_RNA
23580_RNA,T cell,CD4 Naive,T cell_RNA
23581_RNA,T cell,CD8 Naive,T cell_RNA
23582_RNA,T cell,CD4 Memory,T cell_RNA
23583_RNA,B cell,Naive B,B cell_RNA
23584_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23585_RNA,T cell,CD4 Naive,T cell_RNA
23586_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23587_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
23588_RNA,T cell,CD8 Naive,T cell_RNA
23589_RNA,T cell,CD8 Naive,T cell_RNA
23590_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23591_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23592_RNA,T cell,CD8 Naive,T cell_RNA
23593_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
23594_RNA,T cell,CD4 Naive,T cell_RNA
23595_RNA,T cell,CD4 Naive,T cell_RNA
23596_RNA,T cell,CD4 Naive,T cell_RNA
23597_RNA,T cell,CD4 Naive,T cell_RNA
23598_RNA,T cell,CD4 Memory,T cell_RNA
23599_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
23600_RNA,T cell,CD8 Naive,T cell_RNA
23601_RNA,T cell,CD8 Effector_2,T cell_RNA
23602_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23603_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23604_RNA,T cell,CD8 Naive,T cell_RNA
23605_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23606_RNA,T cell,CD8 Memory_2,T cell_RNA
23607_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23608_RNA,T cell,CD8 Naive,T cell_RNA
23609_RNA,B cell,Naive B,B cell_RNA
23610_RNA,T cell,CD4 Naive,T cell_RNA
23611_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23612_RNA,B cell,Naive B,B cell_RNA
23613_RNA,T cell,CD4 Memory,T cell_RNA
23614_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23615_RNA,T cell,CD4 Memory,T cell_RNA
23616_RNA,T cell,CD8 Naive,T cell_RNA
23617_RNA,T cell,CD4 Naive,T cell_RNA
23618_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
23619_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
23620_RNA,T cell,CD8 Memory_1,T cell_RNA
23621_RNA,T cell,CD4 Memory,T cell_RNA
23622_RNA,T cell,CD4 Memory,T cell_RNA
23623_RNA,B cell,Naive B,B cell_RNA
23624_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
23625_RNA,T cell,gdT,T cell_RNA
23626_RNA,B cell,Memory B,B cell_RNA
23627_RNA,T cell,CD8 Naive,T cell_RNA
23628_RNA,T cell,CD8 Naive,T cell_RNA
23629_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23630_RNA,T cell,CD8 Naive,T cell_RNA
23631_RNA,T cell,CD8 Memory_2,T cell_RNA
23632_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23633_RNA,T cell,CD4 Memory,T cell_RNA
23634_RNA,T cell,CD4 Memory,T cell_RNA
23635_RNA,T cell,CD4 Memory,T cell_RNA
23636_RNA,T cell,CD8 Naive,T cell_RNA
23637_RNA,T cell,CD4 Memory,T cell_RNA
23638_RNA,B cell,Naive B,B cell_RNA
23639_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23640_RNA,T cell,CD4 Naive,T cell_RNA
23641_RNA,T cell,CD8 Naive,T cell_RNA
23642_RNA,T cell,CD4 Memory,T cell_RNA
23643_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23644_RNA,T cell,CD8 Naive,T cell_RNA
23645_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23646_RNA,T cell,CD4 Memory,T cell_RNA
23647_RNA,T cell,CD8 Naive,T cell_RNA
23648_RNA,T cell,CD8 Naive,T cell_RNA
23649_RNA,B cell,Memory B,B cell_RNA
23650_RNA,T cell,CD8 Naive,T cell_RNA
23651_RNA,B cell,Memory B,B cell_RNA
23652_RNA,T cell,CD8 Naive,T cell_RNA
23653_RNA,T cell,CD4 Memory,T cell_RNA
23654_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23655_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23656_RNA,B cell,Memory B,B cell_RNA
23657_RNA,NK,NK,NK_RNA
23658_RNA,T cell,CD8 Naive,T cell_RNA
23659_RNA,T cell,CD8 Naive,T cell_RNA
23660_RNA,Mono/DC,pDC,Mono/DC_RNA
23661_RNA,T cell,CD8 Naive,T cell_RNA
23662_RNA,T cell,CD8 Naive,T cell_RNA
23663_RNA,T cell,CD8 Naive,T cell_RNA
23664_RNA,T cell,CD4 Naive,T cell_RNA
23665_RNA,T cell,CD4 Naive,T cell_RNA
23666_RNA,T cell,CD4 Memory,T cell_RNA
23667_RNA,T cell,CD4 Memory,T cell_RNA
23668_RNA,T cell,CD8 Naive,T cell_RNA
23669_RNA,T cell,CD8 Naive,T cell_RNA
23670_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23671_RNA,T cell,CD8 Naive,T cell_RNA
23672_RNA,T cell,CD4 Naive,T cell_RNA
23673_RNA,B cell,Naive B,B cell_RNA
23674_RNA,Mono/DC,cDC2,Mono/DC_RNA
23675_RNA,B cell,Naive B,B cell_RNA
23676_RNA,T cell,CD8 Naive,T cell_RNA
23677_RNA,T cell,CD8 Memory_2,T cell_RNA
23678_RNA,B cell,Naive B,B cell_RNA
23679_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23680_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23681_RNA,T cell,CD8 Naive,T cell_RNA
23682_RNA,B cell,Naive B,B cell_RNA
23683_RNA,B cell,Naive B,B cell_RNA
23684_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23685_RNA,Mono/DC,pDC,Mono/DC_RNA
23686_RNA,T cell,CD4 Naive,T cell_RNA
23687_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23688_RNA,T cell,CD8 Naive,T cell_RNA
23689_RNA,T cell,CD8 Naive,T cell_RNA
23690_RNA,T cell,CD4 Memory,T cell_RNA
23691_RNA,T cell,CD8 Naive,T cell_RNA
23692_RNA,B cell,Memory B,B cell_RNA
23693_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23694_RNA,T cell,CD8 Naive,T cell_RNA
23695_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23696_RNA,T cell,CD4 Naive,T cell_RNA
23697_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23698_RNA,T cell,CD4 Memory,T cell_RNA
23699_RNA,T cell,CD4 Naive,T cell_RNA
23700_RNA,T cell,CD8 Memory_2,T cell_RNA
23701_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
23702_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23703_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23704_RNA,T cell,CD4 Memory,T cell_RNA
23705_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
23706_RNA,B cell,Memory B,B cell_RNA
23707_RNA,T cell,CD8 Naive,T cell_RNA
23708_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23709_RNA,B cell,Naive B,B cell_RNA
23710_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
23711_RNA,T cell,CD4 Naive,T cell_RNA
23712_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23713_RNA,NK,NK,NK_RNA
23714_RNA,B cell,Memory B,B cell_RNA
23715_RNA,T cell,CD8 Memory_2,T cell_RNA
23716_RNA,T cell,CD8 Naive,T cell_RNA
23717_RNA,NK,NK,NK_RNA
23718_RNA,T cell,CD4 Memory,T cell_RNA
23719_RNA,NK,NK,NK_RNA
23720_RNA,T cell,CD8 Effector_1,T cell_RNA
23721_RNA,B cell,Naive B,B cell_RNA
23722_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23723_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23724_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23725_RNA,B cell,Naive B,B cell_RNA
23726_RNA,Progenitor cells,Prog_Mk,Progenitor cells_RNA
23727_RNA,T cell,CD8 Naive,T cell_RNA
23728_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
23729_RNA,B cell,Naive B,B cell_RNA
23730_RNA,NK,CD56 bright NK,NK_RNA
23731_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23732_RNA,T cell,CD4 Naive,T cell_RNA
23733_RNA,B cell,Memory B,B cell_RNA
23734_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23735_RNA,T cell,CD8 Naive,T cell_RNA
23736_RNA,T cell,CD8 Naive,T cell_RNA
23737_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
23738_RNA,Mono/DC,cDC2,Mono/DC_RNA
23739_RNA,B cell,Naive B,B cell_RNA
23740_RNA,T cell,CD4 Memory,T cell_RNA
23741_RNA,T cell,CD8 Effector_2,T cell_RNA
23742_RNA,T cell,CD4 Naive,T cell_RNA
23743_RNA,B cell,Memory B,B cell_RNA
23744_RNA,NK,NK,NK_RNA
23745_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23746_RNA,T cell,CD4 Naive,T cell_RNA
23747_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23748_RNA,T cell,CD4 Naive,T cell_RNA
23749_RNA,Mono/DC,pDC,Mono/DC_RNA
23750_RNA,B cell,Memory B,B cell_RNA
23751_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23752_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
23753_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23754_RNA,T cell,CD4 Memory,T cell_RNA
23755_RNA,T cell,CD8 Naive,T cell_RNA
23756_RNA,Mono/DC,pDC,Mono/DC_RNA
23757_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23758_RNA,T cell,CD8 Naive,T cell_RNA
23759_RNA,T cell,CD8 Naive,T cell_RNA
23760_RNA,T cell,gdT,T cell_RNA
23761_RNA,NK,NK,NK_RNA
23762_RNA,B cell,Memory B,B cell_RNA
23763_RNA,T cell,gdT,T cell_RNA
23764_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
23765_RNA,B cell,Naive B,B cell_RNA
23766_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
23767_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23768_RNA,T cell,CD4 Memory,T cell_RNA
23769_RNA,T cell,CD8 Naive,T cell_RNA
23770_RNA,T cell,Treg,T cell_RNA
23771_RNA,T cell,CD8 Memory_1,T cell_RNA
23772_RNA,T cell,gdT,T cell_RNA
23773_RNA,T cell,Treg,T cell_RNA
23774_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23775_RNA,T cell,CD4 Memory,T cell_RNA
23776_RNA,T cell,CD8 Memory_2,T cell_RNA
23777_RNA,T cell,CD8 Naive,T cell_RNA
23778_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23779_RNA,T cell,CD8 Naive,T cell_RNA
23780_RNA,T cell,CD4 Naive,T cell_RNA
23781_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23782_RNA,B cell,Naive B,B cell_RNA
23783_RNA,T cell,CD8 Naive,T cell_RNA
23784_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23785_RNA,NK,NK,NK_RNA
23786_RNA,T cell,CD8 Naive,T cell_RNA
23787_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23788_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23789_RNA,T cell,CD4 Naive,T cell_RNA
23790_RNA,T cell,Treg,T cell_RNA
23791_RNA,T cell,CD8 Naive,T cell_RNA
23792_RNA,B cell,Naive B,B cell_RNA
23793_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23794_RNA,T cell,CD4 Naive,T cell_RNA
23795_RNA,B cell,Naive B,B cell_RNA
23796_RNA,T cell,CD4 Naive,T cell_RNA
23797_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23798_RNA,T cell,CD4 Memory,T cell_RNA
23799_RNA,B cell,Naive B,B cell_RNA
23800_RNA,T cell,CD4 Naive,T cell_RNA
23801_RNA,T cell,CD8 Effector_1,T cell_RNA
23802_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23803_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23804_RNA,T cell,CD8 Memory_2,T cell_RNA
23805_RNA,T cell,CD4 Memory,T cell_RNA
23806_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23807_RNA,T cell,CD8 Naive,T cell_RNA
23808_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23809_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23810_RNA,T cell,CD4 Naive,T cell_RNA
23811_RNA,T cell,MAIT,T cell_RNA
23812_RNA,T cell,CD4 Naive,T cell_RNA
23813_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23814_RNA,T cell,CD8 Effector_1,T cell_RNA
23815_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23816_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23817_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23818_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23819_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23820_RNA,B cell,Naive B,B cell_RNA
23821_RNA,T cell,CD4 Naive,T cell_RNA
23822_RNA,T cell,CD4 Memory,T cell_RNA
23823_RNA,T cell,CD8 Naive,T cell_RNA
23824_RNA,T cell,CD8 Naive,T cell_RNA
23825_RNA,B cell,Memory B,B cell_RNA
23826_RNA,B cell,Naive B,B cell_RNA
23827_RNA,T cell,CD8 Naive,T cell_RNA
23828_RNA,B cell,Naive B,B cell_RNA
23829_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
23830_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23831_RNA,T cell,CD4 Memory,T cell_RNA
23832_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
23833_RNA,Progenitor cells,HSC,Progenitor cells_RNA
23834_RNA,NK,CD56 bright NK,NK_RNA
23835_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23836_RNA,NK,NK,NK_RNA
23837_RNA,T cell,CD4 Naive,T cell_RNA
23838_RNA,NK,NK,NK_RNA
23839_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23840_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23841_RNA,T cell,CD4 Memory,T cell_RNA
23842_RNA,B cell,Memory B,B cell_RNA
23843_RNA,Mono/DC,cDC2,Mono/DC_RNA
23844_RNA,T cell,CD4 Memory,T cell_RNA
23845_RNA,T cell,CD8 Effector_2,T cell_RNA
23846_RNA,T cell,CD8 Effector_2,T cell_RNA
23847_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23848_RNA,T cell,CD4 Memory,T cell_RNA
23849_RNA,Mono/DC,pDC,Mono/DC_RNA
23850_RNA,B cell,Memory B,B cell_RNA
23851_RNA,B cell,Naive B,B cell_RNA
23852_RNA,NK,NK,NK_RNA
23853_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23854_RNA,Progenitor cells,Prog_Mk,Progenitor cells_RNA
23855_RNA,B cell,Naive B,B cell_RNA
23856_RNA,T cell,CD4 Memory,T cell_RNA
23857_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23858_RNA,T cell,CD4 Memory,T cell_RNA
23859_RNA,B cell,Naive B,B cell_RNA
23860_RNA,T cell,CD8 Naive,T cell_RNA
23861_RNA,T cell,CD8 Naive,T cell_RNA
23862_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23863_RNA,T cell,MAIT,T cell_RNA
23864_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23865_RNA,NK,NK,NK_RNA
23866_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23867_RNA,B cell,Memory B,B cell_RNA
23868_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
23869_RNA,T cell,CD4 Memory,T cell_RNA
23870_RNA,T cell,CD4 Naive,T cell_RNA
23871_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23872_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23873_RNA,T cell,CD4 Naive,T cell_RNA
23874_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23875_RNA,B cell,Naive B,B cell_RNA
23876_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23877_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23878_RNA,T cell,CD4 Naive,T cell_RNA
23879_RNA,T cell,CD4 Naive,T cell_RNA
23880_RNA,T cell,CD4 Memory,T cell_RNA
23881_RNA,T cell,CD4 Memory,T cell_RNA
23882_RNA,B cell,Memory B,B cell_RNA
23883_RNA,B cell,Naive B,B cell_RNA
23884_RNA,T cell,CD8 Effector_2,T cell_RNA
23885_RNA,T cell,CD8 Memory_2,T cell_RNA
23886_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23887_RNA,NK,NK,NK_RNA
23888_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23889_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23890_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23891_RNA,Mono/DC,cDC2,Mono/DC_RNA
23892_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23893_RNA,B cell,Naive B,B cell_RNA
23894_RNA,T cell,CD4 Naive,T cell_RNA
23895_RNA,B cell,Memory B,B cell_RNA
23896_RNA,T cell,CD4 Memory,T cell_RNA
23897_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23898_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23899_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23900_RNA,B cell,Naive B,B cell_RNA
23901_RNA,NK,NK,NK_RNA
23902_RNA,T cell,CD8 Naive,T cell_RNA
23903_RNA,B cell,Memory B,B cell_RNA
23904_RNA,NK,NK,NK_RNA
23905_RNA,T cell,CD4 Naive,T cell_RNA
23906_RNA,T cell,CD8 Naive,T cell_RNA
23907_RNA,T cell,CD8 Naive,T cell_RNA
23908_RNA,Mono/DC,cDC2,Mono/DC_RNA
23909_RNA,T cell,Treg,T cell_RNA
23910_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23911_RNA,T cell,CD8 Naive,T cell_RNA
23912_RNA,T cell,CD8 Memory_1,T cell_RNA
23913_RNA,T cell,CD8 Naive,T cell_RNA
23914_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23915_RNA,T cell,CD8 Naive,T cell_RNA
23916_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23917_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
23918_RNA,T cell,CD8 Naive,T cell_RNA
23919_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23920_RNA,T cell,CD4 Memory,T cell_RNA
23921_RNA,T cell,CD4 Naive,T cell_RNA
23922_RNA,B cell,Memory B,B cell_RNA
23923_RNA,B cell,Memory B,B cell_RNA
23924_RNA,T cell,CD4 Naive,T cell_RNA
23925_RNA,T cell,CD8 Naive,T cell_RNA
23926_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23927_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23928_RNA,Progenitor cells,Prog_B 1,Progenitor cells_RNA
23929_RNA,NK,NK,NK_RNA
23930_RNA,T cell,CD8 Effector_2,T cell_RNA
23931_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23932_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23933_RNA,B cell,Naive B,B cell_RNA
23934_RNA,T cell,CD8 Naive,T cell_RNA
23935_RNA,B cell,Naive B,B cell_RNA
23936_RNA,B cell,Naive B,B cell_RNA
23937_RNA,B cell,Memory B,B cell_RNA
23938_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23939_RNA,T cell,CD4 Naive,T cell_RNA
23940_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23941_RNA,Mono/DC,cDC2,Mono/DC_RNA
23942_RNA,T cell,CD4 Naive,T cell_RNA
23943_RNA,T cell,CD8 Naive,T cell_RNA
23944_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23945_RNA,Mono/DC,pDC,Mono/DC_RNA
