Index,Flag,L1,L2,L1_02
27328_ADT,1,B cell,Naive B,B cell_ADT
27330_ADT,1,T cell,CD4 Memory,T cell_ADT
27332_ADT,1,T cell,CD4 Naive,T cell_ADT
27335_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27337_ADT,1,B cell,Naive B,B cell_ADT
27338_ADT,1,B cell,Memory B,B cell_ADT
27339_ADT,1,T cell,CD8 Naive,T cell_ADT
27343_ADT,1,T cell,CD8 Effector_2,T cell_ADT
27345_ADT,1,T cell,CD8 Naive,T cell_ADT
27348_ADT,1,T cell,CD4 Naive,T cell_ADT
27350_ADT,1,T cell,CD8 Effector_2,T cell_ADT
27353_ADT,1,T cell,CD4 Memory,T cell_ADT
27354_ADT,1,T cell,CD4 Memory,T cell_ADT
27355_ADT,1,Progenitor cells,Prog_B 1,Progenitor cells_ADT
27357_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27360_ADT,1,T cell,CD8 Effector_1,T cell_ADT
27361_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27363_ADT,1,T cell,CD8 Naive,T cell_ADT
27365_ADT,1,T cell,CD8 Effector_1,T cell_ADT
27368_ADT,1,T cell,CD8 Effector_1,T cell_ADT
27371_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27373_ADT,1,T cell,CD4 Memory,T cell_ADT
27374_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27377_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27380_ADT,1,T cell,CD4 Memory,T cell_ADT
27381_ADT,1,B cell,Memory B,B cell_ADT
27383_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
27384_ADT,1,T cell,CD4 Naive,T cell_ADT
27385_ADT,1,T cell,CD8 Naive,T cell_ADT
27388_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27390_ADT,1,T cell,CD8 Naive,T cell_ADT
27391_ADT,1,T cell,CD4 Naive,T cell_ADT
27392_ADT,1,B cell,Naive B,B cell_ADT
27393_ADT,1,T cell,CD4 Memory,T cell_ADT
27394_ADT,1,B cell,Naive B,B cell_ADT
27396_ADT,1,T cell,CD4 Naive,T cell_ADT
27401_ADT,1,T cell,CD8 Memory_1,T cell_ADT
27402_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27404_ADT,1,T cell,CD4 Memory,T cell_ADT
27405_ADT,1,T cell,CD8 Naive,T cell_ADT
27407_ADT,1,T cell,CD8 Naive,T cell_ADT
27410_ADT,1,B cell,Memory B,B cell_ADT
27413_ADT,1,NK,NK,NK_ADT
27415_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27419_ADT,1,T cell,CD8 Naive,T cell_ADT
27421_ADT,1,T cell,CD4 Naive,T cell_ADT
27423_ADT,1,T cell,CD8 Naive,T cell_ADT
27424_ADT,1,B cell,Memory B,B cell_ADT
27425_ADT,1,T cell,CD4 Naive,T cell_ADT
27429_ADT,1,T cell,CD8 Effector_1,T cell_ADT
27432_ADT,1,T cell,CD4 Memory,T cell_ADT
27433_ADT,1,T cell,CD4 Memory,T cell_ADT
27434_ADT,1,B cell,Memory B,B cell_ADT
27435_ADT,1,B cell,Plasmablast,B cell_ADT
27436_ADT,1,T cell,Treg,T cell_ADT
27440_ADT,1,T cell,CD4 Memory,T cell_ADT
27446_ADT,1,NK,NK,NK_ADT
27451_ADT,1,T cell,CD8 Naive,T cell_ADT
27452_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27453_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27454_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27456_ADT,1,NK,NK,NK_ADT
27457_ADT,1,T cell,CD4 Memory,T cell_ADT
27459_ADT,1,T cell,CD4 Memory,T cell_ADT
27465_ADT,1,T cell,CD4 Naive,T cell_ADT
27467_ADT,1,T cell,CD8 Naive,T cell_ADT
27468_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27470_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
27475_ADT,1,T cell,CD4 Naive,T cell_ADT
27477_ADT,1,T cell,CD8 Naive,T cell_ADT
27480_ADT,1,T cell,CD4 Naive,T cell_ADT
27481_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27485_ADT,1,T cell,CD8 Effector_1,T cell_ADT
27488_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
27491_ADT,1,T cell,CD4 Naive,T cell_ADT
27493_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27498_ADT,1,T cell,gdT,T cell_ADT
27502_ADT,1,T cell,CD4 Naive,T cell_ADT
27504_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27505_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27506_ADT,1,T cell,CD4 Memory,T cell_ADT
27508_ADT,1,T cell,CD4 Memory,T cell_ADT
27510_ADT,1,T cell,CD8 Naive,T cell_ADT
27512_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27513_ADT,1,T cell,CD8 Naive,T cell_ADT
27514_ADT,1,T cell,CD8 Effector_2,T cell_ADT
27516_ADT,1,T cell,MAIT,T cell_ADT
27518_ADT,1,T cell,CD4 Memory,T cell_ADT
27527_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27528_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27529_ADT,1,T cell,CD8 Naive,T cell_ADT
27532_ADT,1,T cell,MAIT,T cell_ADT
27534_ADT,1,T cell,CD8 Memory_2,T cell_ADT
27535_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27537_ADT,1,T cell,CD4 Memory,T cell_ADT
27539_ADT,1,T cell,CD8 Naive,T cell_ADT
27542_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27547_ADT,1,T cell,CD4 Naive,T cell_ADT
27549_ADT,1,T cell,CD8 Naive,T cell_ADT
27550_ADT,1,T cell,CD8 Naive,T cell_ADT
27551_ADT,1,B cell,Naive B,B cell_ADT
27553_ADT,1,T cell,CD8 Memory_1,T cell_ADT
27556_ADT,1,T cell,CD8 Naive,T cell_ADT
27558_ADT,1,T cell,CD4 Naive,T cell_ADT
27559_ADT,1,B cell,Memory B,B cell_ADT
27560_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
27561_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27563_ADT,1,T cell,CD4 Memory,T cell_ADT
27565_ADT,1,T cell,CD8 Memory_1,T cell_ADT
27568_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27572_ADT,1,B cell,Naive B,B cell_ADT
27573_ADT,1,B cell,Memory B,B cell_ADT
27575_ADT,1,T cell,CD8 Memory_2,T cell_ADT
27577_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
27579_ADT,1,T cell,CD8 Naive,T cell_ADT
27587_ADT,1,Progenitor cells,Prog_B 2,Progenitor cells_ADT
27589_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27591_ADT,1,T cell,CD4 Memory,T cell_ADT
27594_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27600_ADT,1,T cell,CD4 Memory,T cell_ADT
27602_ADT,1,B cell,Naive B,B cell_ADT
27604_ADT,1,T cell,CD4 Memory,T cell_ADT
27605_ADT,1,T cell,Treg,T cell_ADT
27607_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27608_ADT,1,Mono/DC,pDC,Mono/DC_ADT
27609_ADT,1,T cell,CD4 Memory,T cell_ADT
27611_ADT,1,T cell,CD4 Memory,T cell_ADT
27613_ADT,1,T cell,CD8 Naive,T cell_ADT
27615_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27616_ADT,1,T cell,CD4 Naive,T cell_ADT
27618_ADT,1,T cell,CD4 Naive,T cell_ADT
27620_ADT,1,B cell,Memory B,B cell_ADT
27621_ADT,1,T cell,CD8 Effector_2,T cell_ADT
27622_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27626_ADT,1,T cell,CD4 Memory,T cell_ADT
27628_ADT,1,B cell,Memory B,B cell_ADT
27629_ADT,1,T cell,gdT,T cell_ADT
27630_ADT,1,T cell,CD8 Naive,T cell_ADT
27631_ADT,1,T cell,gdT,T cell_ADT
27632_ADT,1,T cell,CD8 Effector_1,T cell_ADT
27633_ADT,1,T cell,CD4 Memory,T cell_ADT
27637_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27639_ADT,1,T cell,CD8 Naive,T cell_ADT
27643_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27645_ADT,1,T cell,CD8 Naive,T cell_ADT
27648_ADT,1,B cell,Memory B,B cell_ADT
27649_ADT,1,T cell,CD4 Memory,T cell_ADT
27652_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
27655_ADT,1,T cell,CD4 Memory,T cell_ADT
27656_ADT,1,T cell,CD8 Effector_1,T cell_ADT
27660_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27661_ADT,1,B cell,Naive B,B cell_ADT
27666_ADT,1,T cell,CD4 Memory,T cell_ADT
27673_ADT,1,T cell,CD8 Memory_2,T cell_ADT
27675_ADT,1,T cell,CD8 Naive,T cell_ADT
27676_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
27677_ADT,1,T cell,CD4 Naive,T cell_ADT
27678_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27682_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27685_ADT,1,T cell,CD4 Memory,T cell_ADT
27690_ADT,1,T cell,CD4 Naive,T cell_ADT
27691_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
27692_ADT,1,B cell,Memory B,B cell_ADT
27693_ADT,1,T cell,CD4 Naive,T cell_ADT
27694_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27703_ADT,1,T cell,CD8 Naive,T cell_ADT
27707_ADT,1,T cell,CD4 Naive,T cell_ADT
27709_ADT,1,T cell,CD4 Memory,T cell_ADT
27710_ADT,1,T cell,CD4 Naive,T cell_ADT
27711_ADT,1,T cell,CD8 Naive,T cell_ADT
27712_ADT,1,T cell,CD4 Memory,T cell_ADT
27714_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
27717_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27718_ADT,1,T cell,CD4 Memory,T cell_ADT
27722_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27724_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27726_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
27727_ADT,1,T cell,MAIT,T cell_ADT
27728_ADT,1,B cell,Naive B,B cell_ADT
27729_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
27732_ADT,1,T cell,CD8 Naive,T cell_ADT
27734_ADT,1,T cell,CD4 Memory,T cell_ADT
27737_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27738_ADT,1,Progenitor cells,Prog_DC,Progenitor cells_ADT
27741_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27742_ADT,1,T cell,CD4 Naive,T cell_ADT
27746_ADT,1,T cell,CD4 Memory,T cell_ADT
27747_ADT,1,B cell,Naive B,B cell_ADT
27749_ADT,1,T cell,CD4 Naive,T cell_ADT
27751_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27754_ADT,1,T cell,CD8 Naive,T cell_ADT
27758_ADT,1,T cell,CD8 Naive,T cell_ADT
27763_ADT,1,T cell,CD8 Naive,T cell_ADT
27764_ADT,1,T cell,CD4 Naive,T cell_ADT
27765_ADT,1,T cell,CD4 Memory,T cell_ADT
27766_ADT,1,B cell,Naive B,B cell_ADT
27768_ADT,1,T cell,CD4 Memory,T cell_ADT
27769_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27770_ADT,1,NK,CD56 bright NK,NK_ADT
27774_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27776_ADT,1,B cell,Naive B,B cell_ADT
27777_ADT,1,T cell,CD8 Naive,T cell_ADT
27780_ADT,1,T cell,CD4 Naive,T cell_ADT
27781_ADT,1,B cell,Memory B,B cell_ADT
27782_ADT,1,T cell,CD4 Memory,T cell_ADT
27787_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27788_ADT,1,T cell,gdT,T cell_ADT
27792_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27795_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27798_ADT,1,T cell,CD4 Naive,T cell_ADT
27799_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27800_ADT,1,T cell,CD4 Naive,T cell_ADT
27801_ADT,1,T cell,CD4 Naive,T cell_ADT
27802_ADT,1,T cell,CD4 Naive,T cell_ADT
27803_ADT,1,T cell,CD4 Naive,T cell_ADT
27804_ADT,1,T cell,CD8 Naive,T cell_ADT
27805_ADT,1,B cell,Memory B,B cell_ADT
27807_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27811_ADT,1,T cell,CD4 Memory,T cell_ADT
27812_ADT,1,T cell,CD4 Naive,T cell_ADT
27813_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27814_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27820_ADT,1,T cell,CD8 Effector_1,T cell_ADT
27822_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27823_ADT,1,T cell,CD8 Memory_1,T cell_ADT
27824_ADT,1,T cell,Treg,T cell_ADT
27826_ADT,1,B cell,Memory B,B cell_ADT
27831_ADT,1,B cell,Naive B,B cell_ADT
27832_ADT,1,T cell,CD4 Memory,T cell_ADT
27834_ADT,1,T cell,CD4 Naive,T cell_ADT
27835_ADT,1,T cell,MAIT,T cell_ADT
27836_ADT,1,B cell,Naive B,B cell_ADT
27837_ADT,1,NK,NK,NK_ADT
27839_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27840_ADT,1,B cell,Naive B,B cell_ADT
27841_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
27843_ADT,1,T cell,CD4 Naive,T cell_ADT
27847_ADT,1,T cell,CD8 Naive,T cell_ADT
27850_ADT,1,B cell,Memory B,B cell_ADT
27853_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
27855_ADT,1,T cell,Treg,T cell_ADT
27856_ADT,1,T cell,MAIT,T cell_ADT
27857_ADT,1,T cell,CD8 Effector_1,T cell_ADT
27859_ADT,1,T cell,CD4 Naive,T cell_ADT
27860_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27861_ADT,1,T cell,CD8 Naive,T cell_ADT
27866_ADT,1,B cell,Naive B,B cell_ADT
27868_ADT,1,T cell,CD4 Memory,T cell_ADT
27871_ADT,1,T cell,CD4 Memory,T cell_ADT
27872_ADT,1,B cell,Memory B,B cell_ADT
27874_ADT,1,T cell,CD4 Memory,T cell_ADT
27876_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
27879_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27880_ADT,1,T cell,CD4 Naive,T cell_ADT
27881_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27882_ADT,1,B cell,Memory B,B cell_ADT
27883_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27884_ADT,1,NK,NK,NK_ADT
27885_ADT,1,T cell,CD4 Naive,T cell_ADT
27888_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
27889_ADT,1,T cell,CD4 Naive,T cell_ADT
27890_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27891_ADT,1,T cell,CD4 Naive,T cell_ADT
27892_ADT,1,T cell,Treg,T cell_ADT
27895_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27896_ADT,1,B cell,Naive B,B cell_ADT
27897_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27902_ADT,1,T cell,CD4 Naive,T cell_ADT
27903_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27904_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27910_ADT,1,T cell,CD8 Naive,T cell_ADT
27911_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27915_ADT,1,T cell,CD8 Memory_2,T cell_ADT
27917_ADT,1,T cell,CD4 Naive,T cell_ADT
27919_ADT,1,T cell,CD4 Memory,T cell_ADT
27923_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27926_ADT,1,T cell,CD4 Memory,T cell_ADT
27927_ADT,1,NK,NK,NK_ADT
27932_ADT,1,T cell,Treg,T cell_ADT
27937_ADT,1,B cell,Memory B,B cell_ADT
27938_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27941_ADT,1,T cell,gdT,T cell_ADT
27942_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27943_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27946_ADT,1,T cell,MAIT,T cell_ADT
27949_ADT,1,T cell,CD4 Naive,T cell_ADT
27950_ADT,1,T cell,CD4 Memory,T cell_ADT
27951_ADT,1,T cell,CD4 Memory,T cell_ADT
27953_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27954_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
27955_ADT,1,B cell,Naive B,B cell_ADT
27956_ADT,1,T cell,CD8 Effector_2,T cell_ADT
27957_ADT,1,T cell,CD4 Memory,T cell_ADT
27962_ADT,1,T cell,CD4 Naive,T cell_ADT
27963_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27965_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27966_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27967_ADT,1,T cell,MAIT,T cell_ADT
27969_ADT,1,Mono/DC,pDC,Mono/DC_ADT
27970_ADT,1,T cell,CD8 Naive,T cell_ADT
27971_ADT,1,T cell,CD4 Naive,T cell_ADT
27974_ADT,1,B cell,Memory B,B cell_ADT
27980_ADT,1,T cell,CD4 Naive,T cell_ADT
27982_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27983_ADT,1,T cell,CD4 Naive,T cell_ADT
27984_ADT,1,T cell,CD4 Naive,T cell_ADT
27985_ADT,1,B cell,Memory B,B cell_ADT
27987_ADT,1,T cell,CD4 Memory,T cell_ADT
27988_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
27991_ADT,1,T cell,CD8 Naive,T cell_ADT
27993_ADT,1,T cell,CD8 Naive,T cell_ADT
27995_ADT,1,T cell,CD4 Naive,T cell_ADT
27996_ADT,1,T cell,CD8 Effector_1,T cell_ADT
27997_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28000_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28004_ADT,1,T cell,CD4 Memory,T cell_ADT
28006_ADT,1,B cell,Memory B,B cell_ADT
28007_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28012_ADT,1,T cell,CD4 Naive,T cell_ADT
28014_ADT,1,T cell,CD4 Memory,T cell_ADT
28018_ADT,1,T cell,CD4 Memory,T cell_ADT
28019_ADT,1,T cell,CD4 Memory,T cell_ADT
28020_ADT,1,T cell,CD4 Naive,T cell_ADT
28025_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28026_ADT,1,B cell,Naive B,B cell_ADT
28029_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28031_ADT,1,T cell,CD8 Naive,T cell_ADT
28032_ADT,1,B cell,Naive B,B cell_ADT
28033_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28034_ADT,1,T cell,CD4 Memory,T cell_ADT
28035_ADT,1,B cell,Naive B,B cell_ADT
28041_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28043_ADT,1,T cell,CD8 Naive,T cell_ADT
28044_ADT,1,T cell,CD4 Naive,T cell_ADT
28045_ADT,1,T cell,CD8 Naive,T cell_ADT
28047_ADT,1,T cell,CD4 Memory,T cell_ADT
28049_ADT,1,Progenitor cells,Prog_Mk,Progenitor cells_ADT
28053_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28054_ADT,1,T cell,CD8 Effector_1,T cell_ADT
28055_ADT,1,T cell,Treg,T cell_ADT
28056_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28057_ADT,1,Progenitor cells,Prog_B 1,Progenitor cells_ADT
28058_ADT,1,T cell,CD8 Naive,T cell_ADT
28059_ADT,1,Progenitor cells,Prog_B 1,Progenitor cells_ADT
28060_ADT,1,Progenitor cells,Prog_B 1,Progenitor cells_ADT
28062_ADT,1,T cell,Treg,T cell_ADT
28066_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28067_ADT,1,T cell,CD8 Memory_1,T cell_ADT
28068_ADT,1,T cell,Treg,T cell_ADT
28070_ADT,1,B cell,Memory B,B cell_ADT
28071_ADT,1,Mono/DC,pDC,Mono/DC_ADT
28072_ADT,1,T cell,CD4 Naive,T cell_ADT
28073_ADT,1,B cell,Memory B,B cell_ADT
28074_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28075_ADT,1,B cell,Naive B,B cell_ADT
28076_ADT,1,NK,NK,NK_ADT
28077_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28080_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
28081_ADT,1,T cell,CD4 Memory,T cell_ADT
28082_ADT,1,T cell,CD4 Naive,T cell_ADT
28088_ADT,1,T cell,CD8 Naive,T cell_ADT
28089_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28090_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
28092_ADT,1,T cell,CD4 Naive,T cell_ADT
28093_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28094_ADT,1,T cell,CD8 Effector_1,T cell_ADT
28100_ADT,1,T cell,CD4 Naive,T cell_ADT
28105_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28107_ADT,1,B cell,Memory B,B cell_ADT
28108_ADT,1,T cell,CD4 Naive,T cell_ADT
28109_ADT,1,T cell,CD4 Naive,T cell_ADT
28110_ADT,1,T cell,CD8 Naive,T cell_ADT
28111_ADT,1,T cell,CD4 Naive,T cell_ADT
28112_ADT,1,T cell,CD4 Memory,T cell_ADT
28117_ADT,1,T cell,CD4 Naive,T cell_ADT
28119_ADT,1,B cell,Naive B,B cell_ADT
28121_ADT,1,B cell,Naive B,B cell_ADT
28126_ADT,1,Progenitor cells,HSC,Progenitor cells_ADT
28127_ADT,1,T cell,CD4 Memory,T cell_ADT
28128_ADT,1,B cell,Naive B,B cell_ADT
28129_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28132_ADT,1,T cell,CD4 Memory,T cell_ADT
28133_ADT,1,B cell,Memory B,B cell_ADT
28134_ADT,1,NK,NK,NK_ADT
28136_ADT,1,T cell,CD8 Naive,T cell_ADT
28139_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28140_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
28142_ADT,1,B cell,Memory B,B cell_ADT
28144_ADT,1,B cell,Naive B,B cell_ADT
28145_ADT,1,T cell,CD4 Naive,T cell_ADT
28147_ADT,1,T cell,CD8 Naive,T cell_ADT
28148_ADT,1,B cell,Memory B,B cell_ADT
28151_ADT,1,B cell,Naive B,B cell_ADT
28152_ADT,1,T cell,CD4 Memory,T cell_ADT
28153_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28157_ADT,1,T cell,CD4 Memory,T cell_ADT
28158_ADT,1,T cell,CD8 Naive,T cell_ADT
28164_ADT,1,B cell,Memory B,B cell_ADT
28168_ADT,1,B cell,Plasmablast,B cell_ADT
28170_ADT,1,T cell,CD4 Naive,T cell_ADT
28174_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28178_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
28179_ADT,1,T cell,CD4 Memory,T cell_ADT
28180_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28182_ADT,1,T cell,MAIT,T cell_ADT
28183_ADT,1,T cell,CD4 Naive,T cell_ADT
28187_ADT,1,T cell,CD4 Naive,T cell_ADT
28192_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28193_ADT,1,B cell,Naive B,B cell_ADT
28194_ADT,1,T cell,CD4 Memory,T cell_ADT
28195_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28196_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28198_ADT,1,B cell,Memory B,B cell_ADT
28201_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28202_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28204_ADT,1,T cell,CD4 Naive,T cell_ADT
28210_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28212_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28213_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
28214_ADT,1,NK,NK,NK_ADT
28215_ADT,1,T cell,CD8 Naive,T cell_ADT
28218_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28220_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28221_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28222_ADT,1,T cell,CD4 Memory,T cell_ADT
28223_ADT,1,T cell,CD4 Naive,T cell_ADT
28225_ADT,1,Progenitor cells,Prog_Mk,Progenitor cells_ADT
28226_ADT,1,T cell,CD8 Naive,T cell_ADT
28227_ADT,1,T cell,CD4 Memory,T cell_ADT
28228_ADT,1,T cell,CD4 Memory,T cell_ADT
28233_ADT,1,T cell,CD4 Memory,T cell_ADT
28235_ADT,1,B cell,Memory B,B cell_ADT
28236_ADT,1,T cell,CD8 Naive,T cell_ADT
28237_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28239_ADT,1,T cell,CD4 Memory,T cell_ADT
28241_ADT,1,NK,NK,NK_ADT
28242_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
28245_ADT,1,T cell,CD8 Naive,T cell_ADT
28246_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28247_ADT,1,T cell,CD8 Naive,T cell_ADT
28251_ADT,1,T cell,CD4 Naive,T cell_ADT
28257_ADT,1,B cell,Memory B,B cell_ADT
28258_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
28261_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
28264_ADT,1,NK,NK,NK_ADT
28267_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28270_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28271_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28272_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
28277_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
28280_ADT,1,T cell,CD8 Naive,T cell_ADT
28282_ADT,1,T cell,CD4 Naive,T cell_ADT
28283_ADT,1,T cell,CD8 Effector_1,T cell_ADT
28285_ADT,1,NK,NK,NK_ADT
28286_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
28287_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
28289_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28290_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
28293_ADT,1,T cell,CD4 Naive,T cell_ADT
28294_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
28295_ADT,1,T cell,CD4 Naive,T cell_ADT
