Index,cell_type_00,cell_type_01,cell_type,cell_type_02
7532_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7533_RNA,NK,NK_RNA,NK,NK_RNA
7534_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7535_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7536_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7537_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7538_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7539_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7540_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7541_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7542_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7543_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7544_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7545_RNA,NK,NK_RNA,NK,NK_RNA
7546_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7547_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7548_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7549_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7550_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7551_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
7552_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7553_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7554_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7555_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7556_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7557_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7558_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7559_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7560_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7561_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7562_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
7563_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7564_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7565_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7566_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7567_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7568_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
7569_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7570_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7571_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7572_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7573_RNA,gdT,gdT_RNA,CD8,CD8_RNA
7574_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7575_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
7576_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7577_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7578_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7579_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7580_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7581_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7582_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7583_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7584_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
7585_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7586_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7587_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7588_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7589_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
7590_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7591_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
7592_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
7593_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7594_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7595_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7596_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
7597_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7598_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7599_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7600_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7601_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7602_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7603_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7604_RNA,Treg,Treg_RNA,CD4,CD4_RNA
7605_RNA,NK,NK_RNA,NK,NK_RNA
7606_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7607_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7608_RNA,NK,NK_RNA,NK,NK_RNA
7609_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7610_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7611_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7612_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7613_RNA,Treg,Treg_RNA,CD4,CD4_RNA
7614_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7615_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7616_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7617_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7618_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7619_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7620_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7621_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7622_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7623_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7624_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
7625_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7626_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
7627_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7628_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7629_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7630_RNA,NK,NK_RNA,NK,NK_RNA
7631_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7632_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7633_RNA,gdT,gdT_RNA,CD8,CD8_RNA
7634_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
7635_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7636_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7637_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7638_RNA,NK,NK_RNA,NK,NK_RNA
7639_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7640_RNA,gdT,gdT_RNA,CD8,CD8_RNA
7641_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7642_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7643_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7644_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7645_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7646_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7647_RNA,Treg,Treg_RNA,CD4,CD4_RNA
7648_RNA,NK,NK_RNA,NK,NK_RNA
7649_RNA,Treg,Treg_RNA,CD4,CD4_RNA
7650_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7651_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7652_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7653_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7654_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7655_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7656_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7657_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7658_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7659_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7660_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7661_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7662_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7663_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7664_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
7665_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
7666_RNA,gdT,gdT_RNA,CD8,CD8_RNA
7667_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7668_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7669_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7670_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
7671_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7672_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7673_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7674_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7675_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7676_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7677_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7678_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
7679_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7680_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7681_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7682_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7683_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7684_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7685_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7686_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7687_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7688_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7689_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7690_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7691_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7692_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7693_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7694_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
7695_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7696_RNA,gdT,gdT_RNA,CD8,CD8_RNA
7697_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7698_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7699_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
7700_RNA,NK,NK_RNA,NK,NK_RNA
7701_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7702_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7703_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7704_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7705_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
7706_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7707_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7708_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7709_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
7710_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7711_RNA,NK,NK_RNA,NK,NK_RNA
7712_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7713_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7714_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7715_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
7716_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7717_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
7718_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
7719_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7720_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7721_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7722_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7723_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7724_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7725_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7726_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7727_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7728_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7729_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7730_RNA,NK,NK_RNA,NK,NK_RNA
7731_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
7732_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7733_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7734_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7735_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7736_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7737_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7738_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7739_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7740_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
7741_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7742_RNA,NK,NK_RNA,NK,NK_RNA
7743_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7744_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7745_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7746_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7747_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7748_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7749_RNA,Treg,Treg_RNA,CD4,CD4_RNA
7750_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7751_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7752_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7753_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7754_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7755_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7756_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7757_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7758_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7759_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7760_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7761_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7762_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7763_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7764_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
7765_RNA,Treg,Treg_RNA,CD4,CD4_RNA
7766_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7767_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
7768_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7769_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7770_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7771_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
7772_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7773_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7774_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7775_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7776_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7777_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7778_RNA,NK,NK_RNA,NK,NK_RNA
7779_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7780_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7781_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7782_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7783_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7784_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7785_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7786_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7787_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7788_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7789_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7790_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7791_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7792_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7793_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
7794_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
7795_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7796_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7797_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7798_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7799_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7800_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7801_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7802_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7803_RNA,Treg,Treg_RNA,CD4,CD4_RNA
7804_RNA,NK,NK_RNA,NK,NK_RNA
7805_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7806_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7807_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7808_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7809_RNA,gdT,gdT_RNA,CD8,CD8_RNA
7810_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
7811_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
7812_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7813_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7814_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
7815_RNA,NK,NK_RNA,NK,NK_RNA
7816_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7817_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
7818_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7819_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7820_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7821_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7822_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7823_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7824_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
7825_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7826_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7827_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7828_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
7829_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7830_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7831_RNA,Treg,Treg_RNA,CD4,CD4_RNA
7832_RNA,Treg,Treg_RNA,CD4,CD4_RNA
7833_RNA,NK,NK_RNA,NK,NK_RNA
7834_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7835_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7836_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7837_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7838_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
7839_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7840_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
7841_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7842_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7843_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
7844_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7845_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7846_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7847_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7848_RNA,gdT,gdT_RNA,CD8,CD8_RNA
7849_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7850_RNA,NK,NK_RNA,NK,NK_RNA
7851_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7852_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7853_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7854_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7855_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7856_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
7857_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7858_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7859_RNA,Treg,Treg_RNA,CD4,CD4_RNA
7860_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7861_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7862_RNA,NK,NK_RNA,NK,NK_RNA
7863_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
7864_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7865_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7866_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7867_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7868_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
7869_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7870_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7871_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7872_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7873_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
7874_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7875_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
7876_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
7877_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7878_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
7879_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7880_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7881_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
7882_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
7883_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
7884_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
7885_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
