Index,cell_type,is_train
4358,CD8,1
4359,B Cells,0
4360,B Cells,1
4361,CD4,1
4362,CD8,0
4363,CD4,1
4364,NK,1
4365,CD8,1
4366,CD8,0
4367,Monocytes,0
4368,CD4,1
4369,CD4,1
4370,Monocytes,0
4371,B Cells,0
4372,CD8,0
4373,B Cells,1
4374,Monocytes,0
4375,Dendritic Cells,1
4376,CD4,0
4377,Monocytes,1
4378,CD8,1
4379,Monocytes,1
4380,CD8,1
4381,CD4,1
4382,B Cells,1
4383,B Cells,1
4384,Monocytes,0
4385,CD8,1
4386,CD8,0
4387,Monocytes,1
4388,Monocytes,1
4389,Monocytes,1
4390,CD4,0
4391,CD8,1
4392,CD8,0
4393,Monocytes,1
4394,Monocytes,1
4395,MAIT,1
4396,CD4,1
4397,CD8,1
4398,B Cells,1
4399,Monocytes,1
4400,Monocytes,1
4401,NK,1
4402,CD8,1
4403,Monocytes,1
4404,CD8,1
4405,CD8,1
4406,B Cells,1
4407,Monocytes,0
4408,CD8,1
4409,CD4,1
4410,Monocytes,0
4411,Monocytes,1
4412,CD8,1
4413,Monocytes,1
4414,Monocytes,1
4415,NK,1
4416,NK,1
4417,CD8,1
4418,Monocytes,1
4419,CD4,1
4420,NK,1
4421,CD8,1
4422,Monocytes,1
4423,CD8,0
4424,B Cells,1
4425,Monocytes,1
4426,Monocytes,1
4427,Monocytes,0
4428,B Cells,1
4429,CD4,1
4430,CD8,1
4431,Monocytes,0
4432,CD8,1
4433,CD8,1
4434,CD8,1
4435,CD4,0
4436,Monocytes,0
4437,CD4,0
4438,Monocytes,0
4439,B Cells,0
4440,Monocytes,1
4441,CD4,1
4442,CD8,0
4443,Monocytes,0
4444,NK,1
4445,Monocytes,1
4446,Monocytes,1
4447,CD4,1
4448,Monocytes,1
4449,CD4,0
4450,CD4,0
4451,Monocytes,1
4452,Monocytes,1
4453,CD8,0
4454,CD4,1
4455,Monocytes,1
4456,CD4,0
4457,CD8,0
4458,CD8,1
4459,Monocytes,0
4460,Monocytes,1
4461,Monocytes,0
4462,Monocytes,1
4463,NK,1
4464,CD8,1
4465,CD8,1
4466,CD8,1
4467,NK,0
4468,CD4,1
4469,CD8,1
4470,CD4,1
4471,Monocytes,1
4472,CD4,1
4473,B Cells,1
4474,CD4,1
4475,CD8,1
4476,Monocytes,1
4477,B Cells,1
4478,CD4,1
4479,Monocytes,1
4480,Monocytes,1
4481,Monocytes,1
4482,Monocytes,0
4483,CD8,0
4484,Monocytes,0
4485,CD4,1
4486,B Cells,1
4487,CD8,1
4488,Monocytes,1
4489,CD8,1
4490,CD8,1
4491,B Cells,1
4492,CD8,1
4493,CD4,1
4494,Monocytes,1
4495,CD4,1
4496,CD4,1
4497,NK,0
4498,CD4,1
4499,CD4,1
4500,Monocytes,1
4501,Monocytes,1
4502,B Cells,1
4503,B Cells,1
4504,NK,1
4505,NK,0
4506,B Cells,1
4507,Monocytes,1
4508,Monocytes,1
4509,MAIT,0
4510,Monocytes,1
4511,CD4,0
4512,Dendritic Cells,1
4513,CD8,1
4514,Monocytes,0
4515,CD8,0
4516,NK,1
4517,Monocytes,1
4518,CD8,1
4519,Monocytes,1
4520,Monocytes,1
4521,Monocytes,1
4522,Monocytes,0
4523,CD4,1
4524,CD4,1
4525,Monocytes,0
4526,Dendritic Cells,0
4527,CD4,1
4528,Monocytes,1
4529,Monocytes,1
4530,CD4,1
4531,Monocytes,1
4532,B Cells,1
4533,NK,1
4534,CD4,1
4535,Monocytes,1
4536,CD8,0
4537,CD4,1
4538,Monocytes,1
4539,CD8,1
4540,Monocytes,1
4541,B Cells,1
4542,CD8,1
4543,B Cells,1
4544,Monocytes,1
4545,Monocytes,1
4546,CD8,1
4547,CD8,1
4548,CD4,0
4549,Monocytes,1
4550,Monocytes,1
4551,B Cells,1
4552,CD4,1
4553,B Cells,0
4554,Monocytes,1
4555,Monocytes,0
4556,Monocytes,1
4557,Monocytes,0
4558,MAIT,1
4559,CD4,0
4560,Monocytes,0
4561,CD8,1
4562,CD4,1
4563,Monocytes,1
4564,Monocytes,1
4565,Monocytes,1
4566,CD4,1
4567,CD8,1
4568,NK,1
4569,Monocytes,1
4570,CD8,0
4571,CD8,1
4572,CD4,1
4573,Monocytes,1
4574,HSPC,1
4575,B Cells,0
4576,CD4,1
4577,CD8,1
4578,NK,1
4579,CD4,1
4580,B Cells,1
4581,CD8,1
4582,CD4,1
4583,CD8,1
4584,CD4,0
4585,CD4,1
4586,CD4,0
4587,CD4,1
4588,CD8,1
4589,CD4,1
4590,CD4,1
4591,CD8,1
4592,CD8,0
4593,CD8,1
4594,Monocytes,0
4595,CD8,1
4596,CD8,1
4597,CD4,1
4598,B Cells,0
4599,CD4,1
4600,CD8,1
4601,B Cells,1
4602,Monocytes,1
4603,B Cells,1
4604,CD8,1
4605,CD4,1
4606,CD4,1
4607,MAIT,1
4608,CD8,1
4609,CD8,1
4610,CD4,1
4611,CD4,1
4612,CD4,1
4613,Monocytes,1
4614,NK,1
4615,Monocytes,0
4616,Monocytes,1
4617,CD8,1
4618,Monocytes,0
4619,CD8,1
4620,B Cells,1
4621,Monocytes,0
4622,Monocytes,1
4623,CD8,1
4624,Monocytes,1
4625,NK,1
4626,CD8,0
4627,CD8,1
4628,Monocytes,1
4629,CD4,1
4630,B Cells,1
4631,CD8,1
4632,CD4,1
4633,Monocytes,1
4634,CD4,0
4635,Monocytes,1
4636,Monocytes,1
4637,CD8,1
4638,CD8,1
4639,NK,1
4640,CD4,1
4641,Monocytes,0
4642,Monocytes,1
4643,HSPC,1
4644,Monocytes,0
4645,B Cells,1
4646,CD8,1
4647,B Cells,1
4648,Monocytes,1
4649,CD4,1
4650,B Cells,1
4651,CD8,1
4652,CD8,0
4653,Monocytes,1
4654,CD4,1
4655,Monocytes,1
4656,Monocytes,1
4657,CD4,1
4658,Monocytes,1
4659,NK,0
4660,Dendritic Cells,0
4661,CD4,1
4662,CD4,1
4663,CD4,1
4664,CD4,0
4665,NK,0
4666,Monocytes,1
4667,Monocytes,0
4668,NK,1
4669,MAIT,1
4670,CD4,1
4671,CD8,0
4672,CD4,0
4673,Monocytes,1
4674,CD4,1
4675,B Cells,1
4676,Monocytes,1
4677,NK,1
4678,NK,1
4679,Monocytes,1
4680,Monocytes,1
4681,Monocytes,1
4682,B Cells,1
4683,CD8,1
4684,CD4,1
4685,NK,1
4686,CD4,1
4687,CD4,1
4688,CD8,1
4689,CD8,1
4690,Monocytes,1
4691,CD4,1
4692,Monocytes,1
4693,CD8,1
4694,CD8,0
4695,CD4,1
4696,CD8,1
4697,CD4,1
4698,CD4,0
4699,CD8,1
4700,Monocytes,1
4701,CD4,1
4702,CD8,1
4703,Monocytes,1
4704,CD4,1
4705,CD8,1
4706,CD4,1
4707,Dendritic Cells,1
4708,NK,1
4709,CD4,1
4710,B Cells,1
4711,Dendritic Cells,1
4712,NK,1
4713,Monocytes,1
4714,CD4,1
4715,NK,1
4716,CD4,1
4717,CD8,1
4718,Monocytes,1
4719,CD4,1
4720,CD8,1
4721,Dendritic Cells,1
4722,Monocytes,1
4723,Monocytes,1
4724,CD4,1
4725,Monocytes,1
4726,Monocytes,1
4727,B Cells,0
4728,Monocytes,1
4729,CD4,1
4730,CD8,0
4731,CD4,1
4732,B Cells,1
4733,CD8,1
4734,CD4,1
4735,Monocytes,1
4736,NK,0
4737,Monocytes,1
4738,CD4,1
4739,MAIT,1
4740,Dendritic Cells,0
4741,B Cells,1
4742,CD4,1
4743,Monocytes,1
4744,CD4,1
4745,Monocytes,1
4746,NK,0
4747,CD4,1
4748,Monocytes,0
4749,CD8,1
4750,B Cells,1
4751,Dendritic Cells,1
4752,CD4,0
4753,CD4,1
4754,CD8,0
4755,CD4,1
4756,Monocytes,1
4757,CD8,0
4758,Monocytes,1
4759,CD8,1
4760,B Cells,1
4761,NK,0
4762,Monocytes,1
4763,Monocytes,0
4764,B Cells,0
4765,CD4,0
4766,CD8,1
4767,Monocytes,1
4768,CD4,1
4769,Monocytes,1
4770,Monocytes,1
4771,CD8,1
4772,Dendritic Cells,1
4773,CD8,1
4774,CD8,1
4775,Monocytes,1
4776,Monocytes,1
4777,CD8,1
4778,CD8,1
4779,Monocytes,1
4780,CD8,1
4781,CD4,1
4782,CD8,1
4783,CD8,1
4784,Monocytes,1
4785,CD8,0
4786,CD4,1
4787,CD4,1
4788,CD4,1
4789,Monocytes,1
4790,CD4,0
4791,B Cells,1
4792,NK,1
4793,CD4,1
4794,CD4,1
4795,CD4,1
4796,CD8,1
4797,Monocytes,1
4798,B Cells,1
4799,CD8,1
4800,Monocytes,0
4801,CD4,1
4802,CD8,1
4803,B Cells,1
4804,CD8,1
4805,Monocytes,1
4806,CD4,0
4807,MAIT,1
4808,CD4,1
4809,B Cells,1
4810,NK,1
4811,Dendritic Cells,0
4812,Monocytes,1
4813,CD4,1
4814,NK,1
4815,CD4,1
4816,CD4,1
4817,Monocytes,0
4818,CD4,1
4819,Monocytes,1
4820,CD4,1
4821,Monocytes,0
4822,CD4,1
4823,Monocytes,0
4824,Dendritic Cells,1
4825,CD8,1
4826,CD4,1
4827,CD8,0
4828,CD4,1
4829,Monocytes,1
4830,Monocytes,1
4831,NK,1
4832,Monocytes,1
4833,Monocytes,1
4834,CD4,1
4835,CD4,0
4836,CD8,1
4837,CD8,0
4838,Monocytes,0
4839,Monocytes,1
4840,CD8,0
4841,B Cells,1
4842,CD4,1
4843,Monocytes,1
4844,CD4,0
4845,CD4,1
4846,CD4,1
4847,CD8,1
4848,CD4,1
4849,Monocytes,1
4850,CD8,1
4851,CD4,1
4852,Monocytes,1
4853,CD4,0
4854,NK,1
4855,Dendritic Cells,0
4856,Monocytes,1
4857,CD4,1
4858,CD8,1
4859,CD4,1
4860,CD8,1
4861,CD8,1
4862,Monocytes,1
4863,Monocytes,1
4864,CD4,0
4865,Monocytes,0
4866,Monocytes,1
4867,CD4,1
4868,CD8,1
4869,Monocytes,1
4870,CD4,1
4871,B Cells,1
4872,NK,1
4873,CD4,1
4874,Monocytes,1
4875,B Cells,1
4876,CD4,0
4877,NK,1
4878,NK,1
4879,Monocytes,1
4880,B Cells,1
4881,Monocytes,1
4882,NK,1
4883,Monocytes,1
4884,CD8,0
4885,CD4,0
4886,CD4,1
4887,Monocytes,1
4888,B Cells,0
4889,CD4,1
4890,CD8,1
4891,Monocytes,0
4892,CD4,1
4893,CD4,0
4894,Monocytes,1
4895,B Cells,1
4896,CD4,1
4897,CD8,1
4898,Dendritic Cells,1
4899,CD4,1
4900,CD4,1
4901,B Cells,0
4902,Monocytes,1
4903,Monocytes,1
4904,CD4,1
4905,CD4,1
4906,CD8,1
4907,NK,1
4908,Monocytes,0
4909,Monocytes,1
4910,CD4,1
4911,B Cells,1
4912,CD8,1
4913,CD8,1
4914,CD4,1
4915,B Cells,1
4916,Monocytes,1
4917,Monocytes,1
4918,Monocytes,1
4919,Monocytes,1
4920,Dendritic Cells,1
4921,CD8,1
4922,B Cells,0
4923,Monocytes,1
4924,Monocytes,0
4925,B Cells,1
4926,B Cells,1
4927,CD8,1
4928,CD8,1
4929,CD4,1
4930,CD4,0
4931,CD4,1
4932,Monocytes,1
4933,CD8,0
4934,Dendritic Cells,1
4935,B Cells,1
4936,CD4,1
4937,CD4,1
4938,CD8,1
4939,Monocytes,1
4940,Monocytes,1
4941,CD4,0
4942,CD8,0
4943,CD8,1
4944,Monocytes,1
4945,CD8,1
4946,CD8,1
4947,Monocytes,1
4948,CD4,1
4949,CD4,0
4950,Monocytes,1
4951,CD4,0
4952,Monocytes,0
4953,Monocytes,1
4954,CD4,1
4955,CD4,1
4956,CD4,0
4957,CD4,0
4958,CD4,1
4959,B Cells,1
4960,Monocytes,1
4961,CD4,1
4962,CD8,0
4963,CD8,1
4964,NK,0
4965,CD4,1
4966,CD4,1
4967,CD4,0
4968,CD8,0
4969,Dendritic Cells,1
4970,CD4,1
4971,B Cells,0
4972,Monocytes,1
4973,B Cells,1
4974,CD8,0
4975,Dendritic Cells,1
4976,NK,1
4977,Monocytes,1
4978,CD4,1
4979,NK,1
4980,B Cells,1
4981,Monocytes,1
4982,CD4,1
4983,CD4,1
4984,CD4,1
4985,Monocytes,1
4986,B Cells,1
4987,CD4,0
4988,CD4,1
4989,Monocytes,1
4990,CD8,1
4991,Monocytes,1
4992,B Cells,1
4993,CD4,0
4994,Monocytes,1
4995,CD4,1
4996,CD4,1
4997,Monocytes,0
4998,CD8,1
4999,MAIT,0
5000,B Cells,1
5001,Monocytes,1
5002,B Cells,0
5003,CD8,0
5004,Monocytes,1
5005,Monocytes,0
5006,CD4,0
5007,CD8,1
5008,CD4,0
5009,NK,1
5010,CD4,1
5011,Monocytes,0
5012,CD8,1
5013,Dendritic Cells,1
5014,NK,1
5015,Monocytes,1
5016,CD8,1
5017,CD4,1
5018,NK,1
5019,CD4,0
5020,CD4,1
5021,B Cells,0
5022,NK,1
5023,CD4,0
5024,CD8,1
5025,CD8,1
5026,NK,1
5027,CD8,1
5028,Monocytes,1
5029,B Cells,1
5030,Monocytes,1
5031,Monocytes,1
5032,Monocytes,1
5033,Monocytes,1
5034,CD8,1
5035,Monocytes,1
5036,CD8,1
5037,CD4,1
5038,Monocytes,1
5039,CD4,1
5040,CD4,1
5041,B Cells,1
5042,CD4,0
5043,Monocytes,1
5044,Monocytes,1
5045,CD4,0
5046,Monocytes,1
5047,CD8,1
5048,Monocytes,1
5049,Monocytes,1
5050,CD8,1
5051,CD8,1
5052,NK,1
5053,CD4,1
5054,B Cells,1
5055,B Cells,0
5056,CD4,0
5057,Monocytes,1
5058,Monocytes,1
5059,CD4,1
5060,CD8,1
5061,CD8,0
5062,B Cells,1
5063,CD8,1
5064,CD4,1
5065,Monocytes,1
5066,CD8,1
5067,B Cells,0
5068,CD4,1
5069,Monocytes,1
5070,Monocytes,1
5071,Monocytes,1
5072,Monocytes,1
5073,B Cells,1
5074,Monocytes,1
5075,NK,1
5076,CD4,1
5077,Monocytes,1
5078,Monocytes,0
5079,CD4,1
5080,CD8,0
5081,Monocytes,1
5082,CD8,1
5083,Monocytes,1
5084,CD8,0
5085,CD8,1
5086,CD8,1
5087,CD4,1
5088,Monocytes,1
5089,Monocytes,1
5090,Monocytes,1
5091,CD4,1
5092,Monocytes,1
5093,Monocytes,1
5094,CD4,1
5095,Monocytes,0
5096,CD8,1
5097,CD8,1
5098,CD4,1
5099,CD8,1
5100,CD4,1
5101,NK,1
5102,CD4,1
5103,CD8,0
5104,B Cells,1
5105,Monocytes,1
5106,CD4,1
5107,CD4,1
5108,Monocytes,0
5109,CD4,1
5110,Monocytes,1
5111,CD4,1
5112,Monocytes,1
5113,Monocytes,1
5114,NK,1
5115,Monocytes,1
5116,Monocytes,1
5117,B Cells,0
5118,Monocytes,1
5119,Monocytes,1
5120,CD4,0
5121,Monocytes,1
5122,CD8,0
5123,Monocytes,1
5124,CD4,1
5125,CD4,1
5126,Dendritic Cells,0
5127,CD8,1
5128,Monocytes,0
5129,CD4,0
5130,CD4,1
5131,CD8,1
5132,CD8,1
5133,CD8,1
5134,Monocytes,1
5135,CD8,0
5136,B Cells,0
5137,CD4,0
5138,Dendritic Cells,1
5139,CD8,1
5140,CD4,0
5141,CD4,0
5142,NK,1
5143,NK,0
5144,CD4,1
5145,CD4,1
5146,CD4,1
5147,CD4,1
5148,Dendritic Cells,1
5149,Monocytes,0
5150,CD4,1
5151,Dendritic Cells,0
5152,CD8,1
5153,Monocytes,1
5154,Monocytes,1
5155,Monocytes,1
5156,CD8,1
5157,Monocytes,1
5158,CD4,1
5159,CD4,1
5160,CD4,1
5161,CD8,1
5162,CD4,1
5163,CD4,0
5164,CD4,1
5165,B Cells,1
5166,Dendritic Cells,1
5167,Monocytes,1
5168,Monocytes,1
5169,Monocytes,0
5170,B Cells,1
5171,Monocytes,0
5172,CD4,1
5173,Monocytes,1
5174,CD4,1
5175,Monocytes,1
5176,CD8,0
5177,B Cells,1
5178,CD8,1
5179,CD4,1
5180,CD4,1
5181,Monocytes,1
5182,Monocytes,1
5183,Monocytes,0
5184,MAIT,0
5185,CD4,1
5186,Dendritic Cells,1
5187,CD8,1
5188,CD8,1
5189,Dendritic Cells,1
5190,Monocytes,1
5191,CD4,0
5192,NK,0
5193,Monocytes,0
5194,CD4,1
5195,Monocytes,1
5196,Monocytes,0
5197,Monocytes,1
5198,Monocytes,1
5199,CD8,1
5200,Monocytes,1
5201,NK,1
5202,CD4,0
5203,CD4,1
5204,CD4,1
5205,NK,1
5206,CD8,1
5207,Monocytes,1
5208,CD4,0
5209,Monocytes,1
5210,Monocytes,0
5211,CD8,1
5212,CD4,1
5213,CD4,1
5214,NK,1
5215,CD8,1
5216,CD4,1
5217,CD4,1
5218,CD8,1
5219,Monocytes,1
5220,Monocytes,1
5221,CD8,0
5222,Monocytes,1
5223,CD4,1
5224,Monocytes,0
5225,CD8,1
5226,Dendritic Cells,1
5227,CD4,1
5228,Monocytes,1
5229,Monocytes,0
5230,B Cells,1
5231,CD8,1
5232,NK,1
5233,Monocytes,1
5234,B Cells,1
5235,CD8,1
5236,CD8,1
5237,NK,1
5238,CD4,1
5239,CD4,1
5240,CD4,1
5241,CD8,0
5242,CD8,1
5243,Monocytes,1
5244,CD8,1
5245,CD4,1
5246,B Cells,1
5247,Monocytes,1
5248,Monocytes,0
5249,CD4,1
5250,CD4,1
5251,NK,1
5252,CD4,1
5253,B Cells,0
5254,CD8,0
5255,Monocytes,0
5256,CD4,1
5257,Monocytes,1
5258,CD8,1
5259,CD8,0
5260,NK,1
5261,Monocytes,1
5262,Monocytes,1
5263,CD8,1
5264,CD4,1
5265,CD4,1
5266,Monocytes,0
5267,CD8,1
5268,CD4,1
5269,NK,1
5270,CD8,0
5271,CD8,0
5272,CD4,1
5273,CD4,1
5274,CD4,0
5275,CD8,1
5276,B Cells,1
5277,NK,0
5278,CD8,0
5279,B Cells,1
5280,NK,0
5281,Monocytes,1
5282,CD8,0
5283,Monocytes,1
5284,CD8,1
5285,Monocytes,0
5286,CD4,1
5287,CD8,1
5288,Monocytes,1
5289,CD4,1
5290,Dendritic Cells,1
5291,CD8,1
5292,Monocytes,1
5293,Monocytes,1
5294,CD4,1
5295,Monocytes,1
5296,Monocytes,1
5297,B Cells,0
5298,CD4,1
5299,CD8,1
5300,CD8,1
5301,CD8,1
5302,B Cells,1
5303,CD4,1
5304,CD8,1
5305,NK,1
5306,Monocytes,1
5307,CD4,1
5308,CD4,1
5309,CD4,1
5310,Monocytes,1
5311,CD4,0
5312,CD8,1
5313,Monocytes,1
5314,CD4,1
5315,CD4,1
5316,CD8,1
5317,Monocytes,1
5318,CD8,1
5319,CD4,0
5320,Dendritic Cells,1
5321,CD8,0
5322,Monocytes,1
5323,Monocytes,1
5324,Monocytes,1
5325,CD8,1
5326,Monocytes,1
5327,Monocytes,1
5328,CD4,1
5329,Monocytes,0
5330,Monocytes,1
5331,Dendritic Cells,1
5332,CD4,1
5333,B Cells,1
5334,Monocytes,1
5335,CD8,0
5336,CD8,1
5337,CD4,0
5338,CD4,1
5339,CD4,1
5340,Monocytes,1
5341,CD8,1
5342,Monocytes,1
5343,Monocytes,1
5344,CD8,0
5345,Dendritic Cells,1
5346,CD4,1
5347,Monocytes,1
5348,Dendritic Cells,1
5349,CD8,1
5350,B Cells,1
5351,CD8,1
5352,Dendritic Cells,1
5353,CD8,1
5354,Monocytes,0
5355,CD4,0
5356,CD8,1
5357,B Cells,1
5358,Monocytes,1
5359,CD4,1
5360,Monocytes,1
5361,Monocytes,1
5362,Monocytes,1
5363,B Cells,0
5364,B Cells,1
5365,B Cells,1
5366,CD8,0
5367,CD8,1
5368,CD8,0
5369,CD4,1
5370,CD4,0
5371,CD8,0
5372,CD4,0
5373,B Cells,0
5374,CD8,0
5375,Monocytes,1
5376,CD4,1
5377,CD4,1
5378,CD4,1
5379,CD8,0
5380,CD4,1
5381,B Cells,1
5382,CD4,1
5383,CD8,0
5384,Monocytes,1
5385,CD4,1
5386,CD8,1
5387,Monocytes,1
5388,CD4,1
5389,CD8,1
5390,CD8,1
5391,CD4,1
5392,B Cells,0
5393,Monocytes,1
5394,CD8,1
5395,Monocytes,1
5396,MAIT,1
5397,CD4,1
5398,Monocytes,1
5399,CD4,1
5400,B Cells,1
5401,CD8,0
5402,CD4,1
5403,B Cells,0
5404,CD8,0
5405,Monocytes,1
5406,B Cells,0
5407,Monocytes,1
5408,Monocytes,1
5409,CD8,1
5410,CD8,1
5411,CD4,1
5412,NK,1
5413,Monocytes,1
5414,Monocytes,1
5415,Monocytes,0
5416,NK,1
5417,Monocytes,1
5418,CD4,1
5419,Monocytes,1
5420,CD4,0
5421,CD4,1
5422,Monocytes,1
5423,CD4,1
5424,CD8,1
5425,MAIT,0
5426,CD4,1
5427,Monocytes,1
5428,Monocytes,1
5429,CD8,1
5430,Monocytes,1
5431,CD4,1
5432,Monocytes,1
5433,Monocytes,1
5434,CD4,0
5435,CD4,1
5436,CD4,1
5437,CD4,0
5438,CD8,0
5439,CD8,1
5440,CD8,0
5441,HSPC,1
5442,Monocytes,1
5443,Monocytes,1
5444,CD8,1
5445,CD8,0
5446,Monocytes,1
5447,CD4,1
5448,Dendritic Cells,1
5449,CD4,1
5450,Monocytes,1
5451,Monocytes,1
5452,Monocytes,1
5453,Monocytes,1
5454,CD4,0
5455,NK,1
5456,CD4,1
5457,CD4,1
5458,CD4,1
5459,CD8,1
5460,Monocytes,1
5461,CD4,1
5462,CD8,0
5463,CD8,0
5464,Monocytes,0
5465,Monocytes,1
5466,CD4,1
5467,CD4,0
5468,B Cells,1
5469,Monocytes,1
5470,Monocytes,1
5471,CD4,1
5472,Monocytes,1
5473,Monocytes,1
5474,CD4,1
5475,B Cells,1
5476,CD8,1
5477,CD4,1
5478,Monocytes,1
5479,Monocytes,1
5480,CD4,1
5481,Monocytes,1
5482,Monocytes,1
5483,Monocytes,1
5484,CD4,1
5485,Monocytes,1
5486,NK,1
5487,Monocytes,1
5488,CD4,1
5489,CD4,0
5490,NK,1
5491,CD8,1
5492,CD8,1
5493,CD4,1
5494,Dendritic Cells,1
5495,CD4,1
5496,CD8,1
5497,NK,1
5498,CD8,0
5499,CD4,1
5500,Monocytes,1
5501,CD4,0
5502,Monocytes,1
5503,CD4,1
5504,Monocytes,1
5505,B Cells,1
5506,Monocytes,0
5507,Monocytes,0
5508,B Cells,1
5509,B Cells,1
5510,B Cells,1
5511,Monocytes,1
5512,CD4,1
5513,CD8,1
5514,CD4,1
5515,B Cells,1
5516,CD8,1
5517,Monocytes,1
5518,Monocytes,1
5519,CD4,1
5520,Monocytes,1
5521,Monocytes,1
5522,Monocytes,0
5523,Monocytes,0
5524,B Cells,1
5525,CD4,1
5526,Monocytes,1
5527,B Cells,0
5528,Monocytes,1
5529,CD4,1
5530,CD4,1
5531,Monocytes,1
5532,CD4,1
5533,Monocytes,1
5534,CD8,1
5535,B Cells,1
5536,Monocytes,1
5537,B Cells,1
5538,CD4,1
5539,CD8,1
5540,CD4,1
5541,CD8,1
5542,B Cells,1
5543,CD4,1
5544,CD4,1
5545,CD4,1
5546,Monocytes,1
5547,NK,1
5548,Monocytes,1
5549,Monocytes,1
5550,CD8,1
5551,NK,1
5552,Monocytes,1
5553,CD4,1
5554,CD4,1
5555,B Cells,1
5556,CD4,1
5557,Monocytes,1
5558,MAIT,0
5559,CD8,1
5560,Monocytes,1
5561,Monocytes,1
5562,CD4,1
5563,CD4,1
5564,Monocytes,1
5565,CD8,1
5566,CD8,0
5567,CD8,1
5568,CD8,1
5569,B Cells,1
5570,Monocytes,1
5571,Monocytes,1
5572,Monocytes,0
5573,Dendritic Cells,1
5574,CD4,1
5575,Monocytes,1
5576,CD4,1
5577,CD8,1
5578,CD8,1
5579,Monocytes,1
5580,CD8,1
5581,B Cells,1
5582,Monocytes,1
5583,CD8,0
5584,CD4,1
5585,Monocytes,0
5586,CD4,1
5587,CD4,1
5588,CD4,1
5589,Monocytes,1
5590,CD8,1
5591,CD4,1
5592,CD4,1
5593,Monocytes,0
5594,Monocytes,0
5595,CD8,1
5596,B Cells,0
5597,CD4,1
5598,Monocytes,1
5599,B Cells,1
5600,Monocytes,1
5601,Monocytes,0
5602,Monocytes,1
5603,CD4,1
5604,NK,1
5605,CD4,1
5606,Monocytes,0
5607,Monocytes,1
5608,CD8,1
5609,NK,1
5610,B Cells,1
5611,Dendritic Cells,1
5612,Monocytes,1
5613,CD4,1
5614,CD4,1
5615,Monocytes,0
5616,CD4,1
5617,Monocytes,1
5618,B Cells,0
5619,Monocytes,0
5620,CD8,0
5621,Dendritic Cells,0
5622,Monocytes,1
5623,CD4,1
5624,CD8,0
5625,Monocytes,1
5626,Monocytes,1
5627,Monocytes,1
5628,B Cells,1
5629,B Cells,1
5630,CD8,1
5631,Monocytes,1
5632,CD4,1
5633,CD4,1
5634,Monocytes,0
5635,Monocytes,1
5636,CD4,1
5637,CD4,1
5638,Monocytes,1
5639,Monocytes,1
5640,CD8,1
5641,B Cells,1
5642,Monocytes,1
5643,CD4,0
5644,B Cells,1
5645,CD4,1
5646,CD4,1
5647,CD8,0
5648,NK,0
5649,Monocytes,0
5650,B Cells,1
5651,Monocytes,1
5652,CD4,1
5653,CD8,1
5654,B Cells,1
5655,CD8,1
5656,Monocytes,1
5657,CD4,1
5658,CD4,1
5659,Monocytes,1
5660,B Cells,0
5661,NK,1
5662,CD4,1
5663,CD8,1
5664,Monocytes,1
5665,CD8,1
5666,Monocytes,1
5667,NK,0
5668,Monocytes,1
5669,CD4,0
5670,CD8,1
5671,CD4,1
5672,Monocytes,1
5673,B Cells,0
5674,CD8,0
5675,Monocytes,1
5676,CD8,1
5677,CD4,1
5678,Monocytes,1
5679,CD8,1
5680,Monocytes,1
5681,Monocytes,1
5682,CD4,1
5683,CD8,1
5684,CD8,0
5685,CD4,0
5686,CD4,1
5687,B Cells,0
5688,Monocytes,1
5689,Monocytes,1
5690,Monocytes,1
5691,CD4,1
5692,CD4,1
5693,CD8,1
5694,CD8,1
5695,Monocytes,1
5696,CD8,1
5697,CD4,1
5698,Monocytes,1
5699,NK,1
5700,CD4,1
5701,Monocytes,1
5702,CD8,0
5703,Monocytes,0
5704,CD4,1
5705,B Cells,1
5706,CD8,1
5707,CD8,1
5708,Monocytes,1
5709,Dendritic Cells,0
5710,CD8,1
5711,Monocytes,1
5712,Monocytes,1
5713,Monocytes,1
5714,CD4,1
5715,Monocytes,1
5716,CD4,1
5717,Monocytes,0
5718,CD4,1
5719,Monocytes,1
5720,CD8,1
5721,CD8,1
5722,CD8,0
5723,Monocytes,1
5724,CD4,1
5725,B Cells,0
5726,CD8,1
5727,CD4,0
5728,CD4,1
5729,CD4,1
5730,Monocytes,1
5731,CD4,1
5732,CD4,1
5733,B Cells,1
5734,CD4,1
5735,CD4,1
5736,CD4,1
5737,Monocytes,0
5738,NK,1
5739,CD4,1
5740,Monocytes,1
5741,Monocytes,1
5742,CD4,1
5743,B Cells,1
5744,Monocytes,1
5745,MAIT,0
5746,B Cells,1
5747,CD4,1
5748,Monocytes,1
5749,CD8,1
5750,CD4,1
5751,CD8,1
5752,CD4,0
5753,Dendritic Cells,1
5754,CD8,1
5755,Dendritic Cells,1
5756,CD4,1
5757,CD4,1
5758,CD8,0
5759,CD8,1
5760,CD8,1
5761,CD8,1
5762,CD4,1
5763,Monocytes,0
5764,Monocytes,1
5765,CD4,0
5766,CD4,1
5767,Dendritic Cells,0
5768,CD4,1
5769,Monocytes,1
5770,Dendritic Cells,1
5771,CD8,0
5772,CD8,1
5773,CD4,1
5774,CD4,0
5775,NK,1
5776,CD8,1
5777,CD8,1
5778,CD4,1
5779,Dendritic Cells,1
5780,Monocytes,1
