Index,cell_type_00,cell_type_01,cell_type,cell_type_02
8640_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8641_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8644_RNA,NK,NK_RNA,NK,NK_RNA
8645_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8649_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8650_RNA,NK,NK_RNA,NK,NK_RNA
8651_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
8652_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8653_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8654_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8655_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8656_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8657_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8661_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8663_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8664_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8666_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8667_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8668_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8669_RNA,NK,NK_RNA,NK,NK_RNA
8670_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8671_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8673_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8674_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8675_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8677_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
8678_RNA,NK,NK_RNA,NK,NK_RNA
8680_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
8681_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8684_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8685_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8687_RNA,NK,NK_RNA,NK,NK_RNA
8688_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8689_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
8690_RNA,HSPC,HSPC_RNA,HSPC,HSPC_RNA
8691_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
8693_RNA,NK,NK_RNA,NK,NK_RNA
8694_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8695_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8697_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8699_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
8700_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8701_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8703_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8705_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8707_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8708_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8709_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8710_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8714_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8715_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
8717_RNA,gdT,gdT_RNA,CD8,CD8_RNA
8718_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
8719_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8720_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8721_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
8726_RNA,Treg,Treg_RNA,CD4,CD4_RNA
8727_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8729_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8730_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
8732_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8733_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
8734_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8735_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8736_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8737_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8738_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8740_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
8743_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8745_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8746_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
8747_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8749_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8750_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8751_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
8752_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8753_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8756_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8757_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
8758_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
8759_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8760_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8761_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8762_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
8766_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8767_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
8768_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8771_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8773_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8774_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
8776_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
8780_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8781_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8782_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
8783_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8784_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8785_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
8786_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8787_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8788_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
8789_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8790_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8791_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8792_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8794_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8795_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8797_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
8798_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
8799_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8800_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
8802_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8805_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8806_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8807_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8811_RNA,NK,NK_RNA,NK,NK_RNA
8812_RNA,NK,NK_RNA,NK,NK_RNA
8813_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
8814_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8817_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8819_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
8820_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8821_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8823_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8824_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8825_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8826_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8827_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8828_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8830_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8831_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
8832_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8833_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
8835_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8836_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8837_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8838_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8840_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
8841_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8842_RNA,Treg,Treg_RNA,CD4,CD4_RNA
8843_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8844_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8845_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
8847_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8848_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8849_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8850_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8852_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
8853_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
8854_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
8856_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8858_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
8859_RNA,gdT,gdT_RNA,CD8,CD8_RNA
8860_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8861_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8864_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
8865_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8866_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8867_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8869_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8872_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8873_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
8875_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
8876_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8877_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
8878_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8879_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8882_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8883_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8884_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8885_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8886_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
8888_RNA,NK,NK_RNA,NK,NK_RNA
8889_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8891_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8892_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8893_RNA,HSPC,HSPC_RNA,HSPC,HSPC_RNA
8894_RNA,gdT,gdT_RNA,CD8,CD8_RNA
8895_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8897_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
8898_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8900_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
8901_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
8902_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8904_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8905_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
8906_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
8907_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
8908_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
8910_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8911_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
8912_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
8913_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8914_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8915_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8916_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8917_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
8920_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
8922_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8923_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8925_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8926_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
8927_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8928_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
8931_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8932_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
8933_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8934_RNA,NK,NK_RNA,NK,NK_RNA
8935_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8936_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8937_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8938_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8939_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8940_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
8942_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8943_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
8944_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8945_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8946_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
8949_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8950_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
8951_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8952_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
8953_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8955_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
8961_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8962_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8963_RNA,NK,NK_RNA,NK,NK_RNA
8964_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8965_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8968_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8972_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8974_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8975_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8976_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8977_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8978_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8981_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
8982_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8983_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
8984_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
8985_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8986_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
8988_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8990_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
8991_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8992_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8993_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
8994_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
8995_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
8996_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
8999_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9000_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9001_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
9003_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
9004_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9006_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
9007_RNA,NK,NK_RNA,NK,NK_RNA
9009_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9010_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9012_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9013_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9015_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9017_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9018_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9020_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
9021_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9022_RNA,HSPC,HSPC_RNA,HSPC,HSPC_RNA
9023_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9024_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
9026_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
9027_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9029_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9030_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9034_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
9035_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
9037_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
9038_RNA,NK,NK_RNA,NK,NK_RNA
9040_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
9041_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9042_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9043_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9044_RNA,NK,NK_RNA,NK,NK_RNA
9045_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9046_RNA,NK,NK_RNA,NK,NK_RNA
9048_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9049_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
9050_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
9051_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
9052_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
9054_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
9055_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
9056_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9057_RNA,Treg,Treg_RNA,CD4,CD4_RNA
9059_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9060_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9062_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9063_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
9065_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9066_RNA,NK,NK_RNA,NK,NK_RNA
9068_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9069_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9070_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
9071_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
9072_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
9074_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9075_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
9076_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9077_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
9078_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9079_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9080_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
9081_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
9082_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
9083_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9084_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9085_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9086_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
9087_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
9088_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
9089_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
9090_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
9092_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
9093_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
9094_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9095_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9096_RNA,NK,NK_RNA,NK,NK_RNA
9097_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
9100_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9102_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
9103_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
9104_RNA,gdT,gdT_RNA,CD8,CD8_RNA
9105_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9107_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
9109_RNA,NK,NK_RNA,NK,NK_RNA
9110_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
9111_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
9116_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9117_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9118_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
9119_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
9120_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
9122_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9124_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
9125_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
9126_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9127_RNA,gdT,gdT_RNA,CD8,CD8_RNA
9129_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
9130_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
9131_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9133_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
9136_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
9138_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
